New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Wed Apr 17 21:55:20 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_MS2	Total_MS3	Unique_MS2	Unique_MS3	Corrected_MS2	Corrected_MS3	PSMs_Used_MS2	TotInt_126C_MS2	TotInt_127N_MS2	TotInt_127C_MS2	TotInt_128N_MS2	TotInt_128C_MS2	TotInt_129N_MS2	TotInt_129C_MS2	TotInt_130N_MS2	TotInt_130C_MS2	TotInt_131N_MS2	TotInt_131C_MS2	PSMs_Used_MS3	TotInt_126C_MS3	TotInt_127N_MS3	TotInt_127C_MS3	TotInt_128N_MS3	TotInt_128C_MS3	TotInt_129N_MS3	TotInt_129C_MS3	TotInt_130N_MS3	TotInt_130C_MS3	TotInt_131N_MS3	TotInt_131C_MS3
1128	1	sp|P0AFX0|HPF_ECOLI	 	 	 	 	34.7	95	10750	Ribosome hibernation promoting factor OS=Escherichia coli (strain K12) OX=83333 GN=hpf PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	5	108519.74853500002	145966.940429	116862.69152899997	139538.692383	173391.655518	142469.304931	139991.84619100002	151149.396117	150439.613281	119713.58959900003	3348.814514	4	19812.274810000003	24670.672089	21881.871673999998	24684.008910999997	33772.227661	19670.944825	23102.722077	31836.110596	25645.742126000005	24949.907958999996	150.0
1129	1	sp|P0AFX4|RSD_ECOLI	 	 	 	 	19.0	158	18243	Regulator of sigma D OS=Escherichia coli (strain K12) OX=83333 GN=rsd PE=1 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	6	249605.143554	258005.20019499998	244026.851564	278789.569335	294921.00195400004	251243.29980500002	261569.98535200002	289325.61523399997	263794.09863300005	279761.74413999997	3717.611145	3	54159.34961	50013.355468	53063.45312400001	56377.988282000006	58857.941406	55200.482422	60902.240234	57414.654297	49611.326172	45562.603516	150.0
1130	1	sp|P0AFX7|RSEA_ECOLI	 	 	 	 	17.6	216	24321	Anti-sigma-E factor RseA OS=Escherichia coli (strain K12) OX=83333 GN=rseA PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	2	1759.496094	2241.6455079999996	1890.1547850000002	1831.070679	2511.616943	2526.123291	2808.597168	2631.1875	2029.954102	2154.042969	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1131	1	sp|P0AFX9|RSEB_ECOLI	 	 	 	 	51.6	318	35749	Sigma-E factor regulatory protein RseB OS=Escherichia coli (strain K12) OX=83333 GN=rseB PE=1 SV=1	38	38	1.000	25	13	25	13	25.000	13.000	25	636317.155274	616161.3749999999	597561.31897	718195.059936	767092.552125	634628.5280769999	764104.0574949998	747191.0324710001	674814.9412840001	628510.563233	7103.685332999999	13	444330.18371700007	465503.861571	423934.22918699996	522875.75055000006	575002.906129	483257.486694	569597.328856	554036.2597670001	482243.995849	498140.90191600006	6149.2855230000005
1132	1	sp|P0AFY6|SBMA_ECOLI	 	 	 	 	5.4	406	46459	Peptide antibiotic transporter SbmA OS=Escherichia coli (strain K12) OX=83333 GN=sbmA PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	3	20512.896606000002	21409.027466	20914.271606000002	23975.309571	22892.893798999998	25401.264892	23797.078125	24586.384522	21440.131958	21096.81018	333.103241	1	5845.938477000001	5106.572265999999	4511.308594	5929.212402	5649.763672	5243.175781	6293.027832	5779.521484000001	5491.394531	4544.542969	212.713867
1133	1	sp|P0AFY8|SEQA_ECOLI	 	 	 	 	52.5	181	20315	Negative modulator of initiation of replication OS=Escherichia coli (strain K12) OX=83333 GN=seqA PE=1 SV=1	30	30	1.000	15	15	15	15	15.000	15.000	15	312295.230348	358122.448487	355935.713622	391748.960937	405956.1938470001	367252.77954099997	407151.92675600003	405869.34399600007	380208.950196	347670.291015	1398.298279	15	452386.779054	491218.46874899993	499206.270508	491011.972168	586811.9270029999	472258.71911599993	580377.425049	580263.522707	504363.34863300005	487727.711547	18131.781372999998
1134	1	sp|P0AFZ1|SSEB_ECOLI	 	 	 	 	11.2	258	28642	Protein SseB OS=Escherichia coli (strain K12) OX=83333 GN=sseB PE=4 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	3	111079.54687600001	133918.83789	102740.572265	130801.266113	152118.100587	124967.583497	144220.057129	134421.950683	147166.951172	128103.118164	3921.5273439999996	3	26797.456543	40346.411866	27469.958740000002	33456.318604	43177.247558	32453.348877	36537.361082999996	35579.869874	35478.917724	30852.575684	150.0
1135	1	sp|P0AFZ3|SSPB_ECOLI	 	 	 	 	24.2	165	18262	Stringent starvation protein B OS=Escherichia coli (strain K12) OX=83333 GN=sspB PE=1 SV=1	11	11	1.000	5	6	5	6	5.000	6.000	5	104923.952149	154551.266601	109618.10644599999	138192.374022	167559.355469	124245.627929	150735.00879	131668.32617299998	144329.425781	122345.03418	2988.8276979999996	6	42925.761962	78772.902343	49014.844727	64752.047364	91411.416992	59635.86401500001	70837.160644	68127.526855	67211.50537	66556.421388	1497.520112
1136	1	sp|P0AG00|WZZE_ECOLI	 	 	 	 	21.0	348	39489	ECA polysaccharide chain length modulation protein OS=Escherichia coli (strain K12) OX=83333 GN=wzzE PE=1 SV=2	23	23	1.000	13	10	13	10	13.000	10.000	13	365536.45532199997	354034.9775390001	364023.979492	413418.068848	408471.267089	372248.562257	434029.636719	421438.62841700006	389216.282226	392188.649658	6469.144409	10	383381.950378	349160.709962	369800.07696700003	393000.198119	424440.367797	379880.17474399996	441326.554505	427833.83172700007	387441.38086000003	393671.15301500005	8945.979248
1137	1	sp|P0AG03|UBIX_ECOLI	 	 	 	 	32.8	189	20695	Flavin prenyltransferase UbiX OS=Escherichia coli (strain K12) OX=83333 GN=ubiX PE=2 SV=1	8	8	1.000	5	3	5	3	5.000	3.000	5	59498.109375	54780.169432999995	61010.328124	70646.26757799998	77485.704101	65963.845215	72515.19043	71123.79907200001	65133.561278999994	62885.757323	1361.649414	3	15995.890625	14973.616698999998	16050.094727	20679.249023000004	20337.92627	14460.239502	19822.264892	19553.940918	16569.843994000003	15636.126221	150.0
1138	1	sp|P0AG07|RPE_ECOLI	 	 	 	 	41.8	225	24554	Ribulose-phosphate 3-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=rpe PE=1 SV=1	18	18	1.000	10	8	10	8	10.000	8.000	10	550954.805422	765121.627443	513094.791505	658755.9086920001	851581.2216790001	600883.4611820001	727577.5493179999	761732.079101	676836.36963	540706.97461	6180.492157999999	8	516949.773926	710286.028808	509231.61376899993	618142.683105	838793.158447	551922.801575	700530.880372	710651.1835940001	633049.3833	512703.884827	16647.430786999998
1139	1	sp|P0AG14|SOHB_ECOLI	 	 	 	 	34.4	349	39366	Probable protease SohB OS=Escherichia coli (strain K12) OX=83333 GN=sohB PE=1 SV=1	36	36	1.000	21	15	21	15	21.000	15.000	21	1163433.0821540002	1118115.3958740002	1200264.676269	1216515.3990479999	1293126.8386230003	1133242.19104	1319017.0896010003	1294395.6586920004	1187235.8210470001	1236153.0383290001	4819.654388999999	15	642487.7264109999	638627.2590320001	631784.8153080001	667836.8426500001	724715.203124	623875.985229	724669.8319100002	718998.7699589998	647563.75891	694698.316713	8475.351867
1140	1	sp|P0AG16|PUR1_ECOLI	 	 	 	 	43.2	505	56487	Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=purF PE=1 SV=2	45	45	1.000	29	16	29	16	29.000	16.000	29	651629.154416	646677.3164080001	655786.117308	744579.450435	717838.7836869999	674558.112303	765477.494874	796017.7480450001	698888.028809	699432.3002930001	8549.944779	16	260043.857421	282861.06530700007	268057.75674300006	298277.712584	319991.26605200005	222123.93804600002	324103.32397499995	305166.337766	260110.44537400006	293803.9124150001	4404.371155000001
1141	1	sp|P0AG18|PURE_ECOLI	 	 	 	 	19.5	169	17780	N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli (strain K12) OX=83333 GN=purE PE=1 SV=2	7	7	1.000	6	1	6	1	6.000	1.000	6	60397.11132900001	84441.060547	61996.509522	72823.57421800001	89718.58081099999	73368.854492	78641.65869000001	85212.381837	79623.50439399999	69890.140381	2134.32132	1	14748.288086000002	23159.59375	15986.998047	18734.851562	24732.152344	17163.830078	21771.578125	23141.109375	19291.515625	19064.900391	150.0
1142	1	sp|P0AG20|RELA_ECOLI	 	 	 	 	37.1	744	83875	GTP pyrophosphokinase OS=Escherichia coli (strain K12) OX=83333 GN=relA PE=1 SV=1	66	66	1.000	34	32	34	32	34.000	32.000	34	830545.4329839998	821878.0886249999	788127.924808	931497.2567160001	950714.2337679998	880498.8054840001	981538.299316	969978.1203629998	899550.057491	885542.28357	13874.818054000001	32	630349.8688070001	569971.4145460001	655511.2025760001	677831.8754240002	706395.889284	609376.509461	721433.9666759999	700163.3253200001	634308.365355	657296.8918440001	7127.28357
1143	1	sp|P0AG24|SPOT_ECOLI	 	 	 	 	28.5	702	79342	Bifunctional (p)ppGpp synthase/hydrolase SpoT OS=Escherichia coli (strain K12) OX=83333 GN=spoT PE=1 SV=1	62	62	1.000	37	25	37	25	37.000	25.000	37	937645.4421379999	895972.0373559999	907188.80713	1045813.370605	1072342.708497	979606.576416	1063483.8100589998	1023674.7084979998	963168.4948749996	948315.275145	13557.446792	25	562143.002075	543208.9598989999	558375.7395019999	606053.14203	642667.7778339998	562601.9979249999	646457.6976320002	632186.1472790001	582403.148009	593123.8819290001	7699.999726000001
1144	1	sp|P0AG27|YIBN_ECOLI	 	 	 	 	61.5	143	15596	Uncharacterized protein YibN OS=Escherichia coli (strain K12) OX=83333 GN=yibN PE=1 SV=1	23	23	1.000	14	9	14	9	14.000	9.000	14	882743.276979	866417.3771960001	811945.4595959998	965166.534669	958731.1262220002	878280.253174	992734.4661850001	940453.2824710001	883753.73108	924604.3208020001	880.7645579999999	9	359450.14062400005	360836.52441400004	365084.71191400004	417455.73828	409043.29296900006	374320.583008	432469.368164	409969.328614	380200.43066300004	398100.288575	6814.1493820000005
1145	1	sp|P0AG30|RHO_ECOLI	 	 	 	 	67.8	419	47004	Transcription termination factor Rho OS=Escherichia coli (strain K12) OX=83333 GN=rho PE=1 SV=1	188	188	1.000	106	82	106	82	106.000	82.000	106	7243309.128781	7082666.8364240015	7406344.06708	8116619.467404998	8449020.340092	7543354.763737999	8580086.586794004	8320526.988554	7707462.485963004	7398076.030460002	125179.11622800001	82	8137781.599796001	8091762.469239	8233945.521482997	8777207.844909	9506221.828064	8455259.494934	9486672.644654999	9327214.427246999	8481671.802672002	8537763.908018999	123340.216096
1146	1	sp|P0AG38|RHTC_ECOLI	 	 	 	 	7.3	206	22474	Threonine efflux protein OS=Escherichia coli (strain K12) OX=83333 GN=rhtC PE=1 SV=1	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	16861.297852	16476.770752	16735.39917	23834.308594000002	15059.679932	18355.249023	21283.620117	22251.056151999997	19510.485351	19783.575683	1176.858154
1147	1	sp|P0AG40|RIBF_ECOLI	 	 	 	 	38.7	313	34734	Riboflavin biosynthesis protein RibF OS=Escherichia coli (strain K12) OX=83333 GN=ribF PE=1 SV=1	31	31	1.000	16	15	16	15	16.000	15.000	16	621131.254394	624830.6332999998	579785.317872	689160.6713849999	730194.7285160002	563097.843016	713076.797851	686371.285643	639168.4179690002	618687.408201	15905.581481	15	333313.7397449999	338248.006346	339022.88696499995	387857.893554	420370.26318300003	319273.96557500004	394053.37499899993	396859.76049799996	346113.989258	349492.74218800006	7658.193724999999
1148	1	sp|P0AG44|RL17_ECOLI	 	 	 	 	46.5	127	14364	50S ribosomal protein L17 OS=Escherichia coli (strain K12) OX=83333 GN=rplQ PE=1 SV=1	169	169	1.000	102	67	102	67	102.000	67.000	102	11061203.980469	10571127.843872	11065518.367428001	11895446.83484	12202818.493525999	12587001.331054002	11038545.355955005	12172271.261113001	11427888.652345002	13077739.225592	239101.68411200002	67	13419743.724063996	13597447.077183	13891103.075376999	14749293.599181999	14570119.457056995	14584244.728821995	14746937.993648002	14958952.287353994	14424615.361207994	15656549.603517996	231467.79239100005
1149	1	sp|P0AG48|RL21_ECOLI	 	 	 	 	67.0	103	11564	50S ribosomal protein L21 OS=Escherichia coli (strain K12) OX=83333 GN=rplU PE=1 SV=1	90	90	1.000	57	33	57	33	57.000	33.000	57	7977932.108152	7354362.4233369995	8027639.64441	8170026.566279998	8920351.191528	8232961.652224001	8964037.607788	8401663.854004001	8180434.132321999	8571728.018067	133178.269818	33	6148295.620607	5556633.790284001	5955045.868409	6138212.72998	6450004.664063999	5931468.298095	6714131.881839001	6383659.436892999	6038203.935303	6303543.085998999	43451.068908
1150	1	sp|P0AG51|RL30_ECOLI	 	 	 	 	57.6	59	6542	50S ribosomal protein L30 OS=Escherichia coli (strain K12) OX=83333 GN=rpmD PE=1 SV=2	43	43	1.000	25	18	25	18	25.000	18.000	25	3940044.945314	3695065.3315450004	4147756.544678	4302144.257324001	4545905.338382	3536242.4560539997	4694339.045898999	4428121.478023001	4119902.144532	4366186.545898	35223.716432	18	1337256.2458499998	1315259.425048	1364864.455567	1466835.7023919998	1542803.5224609997	1242274.421417	1585241.9772959999	1465587.891358	1390530.1052250003	1623544.39209	18682.468994000003
1151	1	sp|P0AG55|RL6_ECOLI	 	 	 	 	59.9	177	18904	50S ribosomal protein L6 OS=Escherichia coli (strain K12) OX=83333 GN=rplF PE=1 SV=2	114	114	1.000	67	47	67	47	67.000	47.000	67	8807995.769410998	8436027.248775998	8793129.222897002	9814757.758296998	9659279.644286996	9350377.687743999	10390051.033450998	9922320.513920002	9468182.585696999	9067239.030763002	172526.350433	47	6931749.778930001	6993911.541259	6902939.917967	7758478.101441999	8037999.571534001	7239904.834107	8081996.414550002	7712984.343385999	7459392.407349	7656839.466310001	135534.617676
1152	1	sp|P0AG59|RS14_ECOLI	 	 	 	 	48.5	101	11580	30S ribosomal protein S14 OS=Escherichia coli (strain K12) OX=83333 GN=rpsN PE=1 SV=2	76	76	1.000	35	41	35	41	35.000	41.000	35	4589869.780031	4401828.950684	5066459.845215	4957776.625732	5223251.73999	4920053.730223	5279496.813232999	5095433.688476999	4842275.4834	5093624.558102	158856.02136300004	41	5088753.376799	4825313.569274	5407363.464295	5417080.615235	5665851.465575	5434107.879972	5766180.066804	5606806.391299	5293376.486024	5462253.145992	25073.477573
1153	1	sp|P0AG63|RS17_ECOLI	 	 	 	 	44.0	84	9704	30S ribosomal protein S17 OS=Escherichia coli (strain K12) OX=83333 GN=rpsQ PE=1 SV=2	13	13	1.000	9	4	9	4	9.000	4.000	9	2594841.205078	2577697.6611329997	2552941.852538	2958847.545899	2671205.959961	3120760.867187	2912460.283203	2703477.616211	2487492.9335930003	2849881.612305	49714.038696	4	640157.5273440001	661778.325195	636322.211914	744999.8544920001	714346.875977	627048.654297	741410.28125	734270.264648	647545.884766	673135.34668	3323.324707
1154	1	sp|P0AG67|RS1_ECOLI	 	 	 	 	63.9	557	61157	30S ribosomal protein S1 OS=Escherichia coli (strain K12) OX=83333 GN=rpsA PE=1 SV=1	293	293	1.000	164	129	164	129	164.000	129.000	164	16198396.442997996	22011879.127805993	17083185.268441007	18857982.35290899	24433586.917242005	17872505.290043	20534182.891235996	21072006.520141017	20400137.468503	18204993.893316995	320490.454744	129	13848909.780552996	19387148.323977	14496528.089750996	16180599.219209997	21617237.769962996	15253793.938871	17572288.669126004	18022819.943265993	17212414.247222	15211156.637177	245699.14692799997
1155	1	sp|P0AG71|RMUC_ECOLI	 	 	 	 	16.4	475	54764	DNA recombination protein RmuC OS=Escherichia coli (strain K12) OX=83333 GN=rmuC PE=3 SV=1	12	12	1.000	8	4	8	4	8.000	4.000	8	62066.84832799999	65416.05902	66350.950928	75053.336976	78764.314574	70258.265504	76184.390319	75808.02783	69970.201658	75198.61099199999	1213.998811	4	25327.102966	22282.508423	23630.467286	25629.952392	24959.728149000002	24835.076538	26624.288086	29062.151977	24832.284791	22993.872681	150.0
1156	1	sp|P0AG76|SBCD_ECOLI	 	 	 	 	15.0	400	44713	Nuclease SbcCD subunit D OS=Escherichia coli (strain K12) OX=83333 GN=sbcD PE=1 SV=1	8	8	1.000	2	6	2	6	2.000	6.000	2	25544.504883	29284.398926	24138.408692	33293.68457	35674.264649	27683.151367	31581.694336	29071.67041	29972.307617	28140.864258	528.757263	6	40581.04540999999	41875.211487	42521.351195999996	46482.193359	51889.126466	42182.885498	50579.829467	49222.010985999994	41090.723389	39442.936278	150.0
1157	1	sp|P0AG78|SUBI_ECOLI	 	 	 	 	17.6	329	36659	Sulfate-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=sbp PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	6	51430.39062399999	56997.194824	56524.18750100001	64496.967774000004	66761.910644	64409.466307999995	69473.339844	66552.198731	63297.972168	63289.633301	1489.101013	4	10981.35022	11422.063598	10659.754884	11404.746705	11746.896729	10411.727417999999	13081.229004	12274.881347999999	10269.657103999998	11076.447998	150.0
1158	1	sp|P0AG80|UGPB_ECOLI	 	 	 	 	66.0	438	48448	sn-glycerol-3-phosphate-binding periplasmic protein UgpB OS=Escherichia coli (strain K12) OX=83333 GN=ugpB PE=1 SV=1	112	112	1.000	64	48	64	48	64.000	48.000	64	3132684.655581	3247875.0366220013	2846595.627563	3529976.110532999	3775881.901369	3008886.0792200016	3778033.294434	3708677.289553	3180265.528806999	3043912.8463109992	65240.758821999996	48	2238856.604739	2269654.7865600013	2013445.984073	2412526.838502	2720544.7481710003	2062590.8597410002	2727146.483824	2647877.2108160006	2238154.1284800004	2099184.6522220005	43938.777265000004
1159	1	sp|P0AG82|PSTS_ECOLI	 	 	 	 	68.2	346	37023	Phosphate-binding protein PstS OS=Escherichia coli (strain K12) OX=83333 GN=pstS PE=1 SV=1	83	83	1.000	48	35	48	35	48.000	35.000	48	3180220.489989001	3831336.1359900003	3383173.141786	3702807.3967259997	4242507.317626	3569624.3502820013	4105578.855221	3917341.7033710014	3863691.784791	3569208.8941009995	89858.68888799998	35	1861363.572815	2227839.9538589995	1910842.3215349999	2115080.2590349996	2418796.978884	2046586.8223879999	2394236.557615	2286471.840576	2202317.9354260005	2030374.0899649998	24018.491088000002
1160	1	sp|P0AG84|YGHA_ECOLI	 	 	 	 	54.1	294	31488	Uncharacterized oxidoreductase YghA OS=Escherichia coli (strain K12) OX=83333 GN=yghA PE=1 SV=1	54	54	1.000	28	26	28	26	28.000	26.000	28	965721.014406	995456.58008	966324.5427239998	1104840.24048	1147825.7573210006	1002427.7724610002	1139832.3095710003	1120848.9416489997	1045294.5485850001	1070535.175538	11463.481292	26	680043.289183	661889.671753	655083.2073959999	737984.8170170002	774802.3245859998	672322.7825920001	807273.8970929999	752616.6040000002	707408.727539	810956.7780759999	14806.103577
1161	1	sp|P0AG86|SECB_ECOLI	 	 	 	 	32.9	155	17277	Protein-export protein SecB OS=Escherichia coli (strain K12) OX=83333 GN=secB PE=1 SV=1	26	26	1.000	15	11	15	11	15.000	11.000	15	473003.522706	667751.6302499999	462968.66491600004	618072.084228	758975.271729	527059.6757820001	658887.955322	632342.095461	576635.810546	506295.261719	9280.299606	11	406983.352968	647886.1987920001	440327.09887700004	607691.4166880001	762348.630675	505572.7842410001	592258.9921879999	590844.13916	538769.8454600001	557082.9793700001	5800.579102
1162	1	sp|P0AG90|SECD_ECOLI	 	 	sp|P0ABB0|ATPA_ECOLI, sp|P0AG90|SECD_ECOLI	 	40.7	615	66631	Protein translocase subunit SecD OS=Escherichia coli (strain K12) OX=83333 GN=secD PE=1 SV=1	64	56	0.875	36	28	33	23	33.493	23.846	33	697967.5206300002	694703.5534659999	661981.786626	794904.19507	792752.6931169998	743949.533083	824493.5092770001	793020.2288819999	734982.4570309999	745936.128174	9302.094863	23	443493.773835	421134.028439	415118.750824	464134.785156	475616.60955800005	448003.68344200007	494133.117188	497798.05718899996	441467.289245	466023.3573599999	5497.229125
1163	1	sp|P0AG93|SECF_ECOLI	 	 	 	 	21.4	323	35382	Protein translocase subunit SecF OS=Escherichia coli (strain K12) OX=83333 GN=secF PE=1 SV=1	17	17	1.000	10	7	10	7	10.000	7.000	10	167722.784423	104242.199218	128087.625977	119748.23730600001	124232.955322	120234.02417	122711.503907	158934.988526	115490.871337	115089.59912099999	1810.3862910000003	7	118698.82580600001	102032.609008	97460.232055	101181.981932	115151.400634	96743.21936100001	123575.672119	120798.08129799999	109398.349489	99021.191345	737.785706
1164	1	sp|P0AGA2|SECY_ECOLI	 	 	 	 	17.4	443	48511	Protein translocase subunit SecY OS=Escherichia coli (strain K12) OX=83333 GN=secY PE=1 SV=1	20	20	1.000	11	9	11	9	11.000	9.000	11	493348.52734300005	482439.31640700006	488432.9738769999	544314.2583019999	541839.025391	503340.902588	576670.033691	568233.631838	526695.8374030001	528663.487793	10721.959686	9	675202.9291690001	614943.3622120001	598392.7101439999	682870.236329	632646.5875870001	646828.2755120001	720876.456544	715119.0004890002	655792.4822999999	659372.2961430001	6070.380128000001
1165	1	sp|P0AGA6|UHPA_ECOLI	 	 	 	 	9.7	196	20889	Transcriptional regulatory protein UhpA OS=Escherichia coli (strain K12) OX=83333 GN=uhpA PE=1 SV=1	5	5	1.000	1	4	1	4	1.000	4.000	1	20097.875	25718.023438	23536.566406	25253.365234	30664.123047000005	24238.048828	27156.753906	30421.650391000003	24609.935547	23396.847656	523.23114	4	25295.798584	32679.096923	22779.999756	32022.424561	38140.264893	27097.014161	29628.492919999997	32931.574951999995	27924.177002999997	30238.193359999997	989.892395
1166	1	sp|P0AGB0|SERB_ECOLI	 	 	 	 	46.6	322	35042	Phosphoserine phosphatase OS=Escherichia coli (strain K12) OX=83333 GN=serB PE=1 SV=1	36	36	1.000	18	18	18	18	18.000	18.000	18	725047.6618649999	752637.903199	762080.663328	872421.1035149998	900551.1169420001	758964.9160159999	917265.5217279999	871077.9873070001	809572.7517080001	801163.749266	7014.016419	18	461790.989013	453158.675293	432784.9549550001	491827.20043799997	538812.754031	344408.2833250001	537060.861696	513396.6080329999	462559.99755699997	463638.88611	4464.61708
1167	1	sp|P0AGB3|RPOH_ECOLI	 	 	 	 	14.1	284	32468	RNA polymerase sigma factor RpoH OS=Escherichia coli (strain K12) OX=83333 GN=rpoH PE=1 SV=1	7	7	1.000	3	4	3	4	3.000	4.000	3	32760.886719	35348.454100999996	33051.376221	37876.80444299999	38851.58422900001	36427.235352	41128.99658200001	36843.711182	37293.453613000005	36216.405273	1275.557495	4	31366.009766000003	28515.730467999998	27160.465332	35140.289061999996	35584.413086	31539.585938	34752.9375	32866.02832	30958.610352000003	32237.165038	845.995727
1168	1	sp|P0AGB6|RPOE_ECOLI	 	 	 	 	33.5	191	21695	ECF RNA polymerase sigma-E factor OS=Escherichia coli (strain K12) OX=83333 GN=rpoE PE=1 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	6	151148.22509800002	174397.48535200002	158883.898926	188019.426758	208576.021484	169959.43456999998	198713.07666	198770.662109	181578.10791	167127.363281	2238.0390020000004	3	32637.133789	42136.767579	30793.104004	37784.279297	43381.17627	36199.646484	35461.317871	43286.653809	39483.530761	35326.484375	150.0
1169	1	sp|P0AGC3|SLT_ECOLI	 	 	 	 	51.2	645	73352	Soluble lytic murein transglycosylase OS=Escherichia coli (strain K12) OX=83333 GN=slt PE=1 SV=1	87	87	1.000	48	39	48	39	48.000	39.000	48	1780881.0999719999	1743146.98755	1704457.2492650002	1950206.048341	1993068.4228509995	1806043.456053	2010087.4821780003	1970923.8679209999	1828389.45801	1919382.061524	20690.632705	39	613905.840575	576053.240049	583155.8752769999	669885.12097	678505.579348	621084.0493740002	697228.339049	663644.257627	628161.587769	637888.1934819999	4794.929472999999
1170	1	sp|P0AGD1|SODC_ECOLI	 	 	 	 	23.7	173	17681	Superoxide dismutase [Cu-Zn] OS=Escherichia coli (strain K12) OX=83333 GN=sodC PE=1 SV=1	9	9	1.000	4	5	4	5	4.000	5.000	4	273299.13525399996	371990.250488	266106.611328	298583.09668	364336.208984	293923.1792	317519.517579	329727.515625	313491.96582	271247.93945299997	4650.089905	5	95684.48724399999	120571.74304200002	99877.66259800001	98999.836427	135238.22558600002	87869.727845	103117.866578	103412.108673	99887.259461	92247.582641	3500.18103
1171	1	sp|P0AGD3|SODF_ECOLI	 	 	 	 	60.1	193	21266	Superoxide dismutase [Fe] OS=Escherichia coli (strain K12) OX=83333 GN=sodB PE=1 SV=2	33	33	1.000	22	11	22	11	22.000	11.000	22	5241045.884889	7058500.610169001	5267395.157960001	6602573.046022	8665220.049318	5995104.4497070005	6665156.011232	6875482.123656	6825133.573487999	5982967.520753001	107611.651733	11	1446763.123045	2025043.46289	1432959.242188	1818965.375	2472680.460937	1624890.527345	1987040.2812510002	1893844.048829	1926253.136718	1623449.933594	29859.465881999997
1172	1	sp|P0AGD7|SRP54_ECOLI	 	 	 	 	53.6	453	49787	Signal recognition particle protein OS=Escherichia coli (strain K12) OX=83333 GN=ffh PE=1 SV=1	87	87	1.000	51	36	51	36	51.000	36.000	51	3902158.1742559997	3694401.507569	3981255.356688001	4232245.604548	4458339.375243001	4058181.7126450003	4535543.167118001	4396648.809447	4045914.770752001	4155873.6357400003	71750.17825299999	36	3165062.3730460005	3052490.328126	3208115.4024679996	3381814.817751001	3624990.695803001	3304091.7758779996	3754691.7711190004	3553257.2314429996	3280732.732786	3480477.0067140004	31832.815796000006
1173	1	sp|P0AGE0|SSB_ECOLI	 	 	 	 	41.0	178	18975	Single-stranded DNA-binding protein OS=Escherichia coli (strain K12) OX=83333 GN=ssb PE=1 SV=2	30	30	1.000	19	11	19	11	19.000	11.000	19	350193.81213499996	384350.6826789999	347591.527832	377748.57348799997	426828.18847600004	381552.85253800004	431017.63513	430580.98925700004	405099.7521990001	366026.478211	7368.257780999999	11	189163.818606	233399.269286	194708.004639	209122.169923	229104.63012500003	205535.91821200002	234679.87670899997	255515.983642	237455.33495899994	209004.679688	6261.156019
1174	1	sp|P0AGE6|CHRR_ECOLI	 	 	 	 	35.6	188	20375	Quinone reductase OS=Escherichia coli (strain K12) OX=83333 GN=chrR PE=1 SV=1	11	11	1.000	6	5	6	5	6.000	5.000	6	229419.803223	289664.39331	248891.378174	423653.449951	364052.4050290001	269379.015869	411493.952636	358968.730224	347926.63647400006	357942.328124	3998.187988	5	140668.02832	191408.361328	135104.320313	182711.545899	231719.006835	153181.15429500001	212598.553711	204265.508789	186888.19043	166634.541016	2485.2495120000003
1175	1	sp|P0AGE9|SUCD_ECOLI	 	 	 	 	68.5	289	29777	Succinate--CoA ligase [ADP-forming] subunit alpha OS=Escherichia coli (strain K12) OX=83333 GN=sucD PE=1 SV=2	246	246	1.000	138	108	138	108	138.000	108.000	138	11114278.973815002	12745866.103637	10762721.106938003	13274036.435179003	15029233.641727995	11538426.084281	13979148.233738003	14201671.480717003	12590883.468015002	13294611.185794001	112048.01638600002	108	22813369.530148007	24941434.22140899	22752409.373839002	25817858.688140996	30506209.912355002	21115516.53466501	27567613.408084992	27750148.042848002	23756390.309692986	23635337.538816	346917.38578799996
1176	1	sp|P0AGF2|CSDE_ECOLI	 	 	 	 	41.5	147	15940	Sulfur acceptor protein CsdE OS=Escherichia coli (strain K12) OX=83333 GN=csdE PE=1 SV=1	8	8	1.000	4	4	4	4	4.000	4.000	4	32236.299561	40156.281006000005	36400.156372	39953.666137	46128.58837900001	38891.950805	43154.479735999994	42806.887817	40766.574464000005	38576.903077	2068.1770020000004	4	31104.156005999997	35122.657714	28182.694335	35040.083007	39088.052246	29726.688477000003	36563.34082	36141.007079999996	37944.202636999995	32053.630126000004	779.056763
