PAW protein_summary_9 results file
written: Wed Apr 17 21:55:00 2019

 	=subtotal(109,B6:B2339)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
1028.0	1	sp|P0AEM0|FKBX_ECOLI	 	19.5	149	16081	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase OS=Escherichia coli (strain K12) OX=83333 GN=fkpB PE=1 SV=2	6	6	1.000	3	3	3	3	3.000	3.000	 
1029.0	1	sp|P0AEM4|FLGM_ECOLI	 	77.3	97	10340	Negative regulator of flagellin synthesis OS=Escherichia coli (strain K12) OX=83333 GN=flgM PE=1 SV=1	21	21	1.000	12	9	12	9	12.000	9.000	 
1030.0	1	sp|P0AEM6|FLIA_ECOLI	 	49.0	239	27521	RNA polymerase sigma factor FliA OS=Escherichia coli (strain K12) OX=83333 GN=fliA PE=1 SV=1	33	33	1.000	18	15	18	15	18.000	15.000	 
1031.0	1	sp|P0AEM9|FLIY_ECOLI	 	80.1	266	29039	L-cystine-binding protein FliY OS=Escherichia coli (strain K12) OX=83333 GN=fliY PE=1 SV=1	85	85	1.000	44	41	44	41	44.000	41.000	 
1032.0	1	sp|P0AEN1|FRE_ECOLI	 	54.9	233	26242	NAD(P)H-flavin reductase OS=Escherichia coli (strain K12) OX=83333 GN=fre PE=1 SV=2	25	25	1.000	12	13	12	13	12.000	13.000	 
1033.0	1	sp|P0AEN8|FUCM_ECOLI	 	30.7	140	15473	L-fucose mutarotase OS=Escherichia coli (strain K12) OX=83333 GN=fucU PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	 
1034.0	1	sp|P0AEP1|GALP_ECOLI	 	5.4	464	50982	Galactose-proton symporter OS=Escherichia coli (strain K12) OX=83333 GN=galP PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
1035.0	1	sp|P0AEP3|GALU_ECOLI	 	51.3	302	32942	UTP--glucose-1-phosphate uridylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=galU PE=1 SV=2	54	54	1.000	32	22	32	22	32.000	22.000	 
1036.0	1	sp|P0AEP9|GLCD_ECOLI	 	11.8	499	53811	Glycolate oxidase subunit GlcD OS=Escherichia coli (strain K12) OX=83333 GN=glcD PE=3 SV=1	8	8	1.000	4	4	4	4	4.000	4.000	 
1037.0	1	sp|P0AEQ1|GLCG_ECOLI	 	42.5	134	13737	Protein GlcG OS=Escherichia coli (strain K12) OX=83333 GN=glcG PE=3 SV=1	46	46	1.000	31	15	31	15	31.000	15.000	 
1038.0	1	sp|P0AEQ3|GLNH_ECOLI	 	83.5	248	27190	Glutamine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=glnH PE=1 SV=1	142	142	1.000	85	57	85	57	85.000	57.000	 
1039.0	1	sp|P0AEQ6|GLNP_ECOLI	 	9.1	219	24364	Glutamine transport system permease protein GlnP OS=Escherichia coli (strain K12) OX=83333 GN=glnP PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
1040.0	1	sp|P0AER0|GLPF_ECOLI	 	7.5	281	29780	Glycerol uptake facilitator protein OS=Escherichia coli (strain K12) OX=83333 GN=glpF PE=1 SV=1	20	20	1.000	12	8	12	8	12.000	8.000	 
1041.0	1	sp|P0AES0|GSP_ECOLI	 	39.9	619	70531	Bifunctional glutathionylspermidine synthetase/amidase OS=Escherichia coli (strain K12) OX=83333 GN=gss PE=1 SV=1	44	44	1.000	25	19	25	19	25.000	19.000	 
1042.0	1	sp|P0AES2|GUDD_ECOLI	 	45.1	446	49140	Glucarate dehydratase OS=Escherichia coli (strain K12) OX=83333 GN=gudD PE=1 SV=2	35	35	1.000	21	14	21	14	21.000	14.000	 
1043.0	1	sp|P0AES4|GYRA_ECOLI	 	57.3	875	96962	DNA gyrase subunit A OS=Escherichia coli (strain K12) OX=83333 GN=gyrA PE=1 SV=1	195	195	1.000	115	80	115	80	115.000	80.000	 
1044.0	1	sp|P0AES6|GYRB_ECOLI	 	58.8	804	89949	DNA gyrase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=gyrB PE=1 SV=2	189	189	1.000	106	83	106	83	106.000	83.000	 
1045.0	1	sp|P0AES9|HDEA_ECOLI	 	12.7	110	11857	Acid stress chaperone HdeA OS=Escherichia coli (strain K12) OX=83333 GN=hdeA PE=1 SV=1	4	4	1.000	1	3	1	3	1.000	3.000	 
1046.0	1	sp|P0AET2|HDEB_ECOLI	 	64.8	108	12043	Acid stress chaperone HdeB OS=Escherichia coli (strain K12) OX=83333 GN=hdeB PE=1 SV=1	30	30	1.000	14	16	14	16	14.000	16.000	 
1047.0	1	sp|P0AET5|HDED_ECOLI	 	4.2	190	20903	Protein HdeD OS=Escherichia coli (strain K12) OX=83333 GN=hdeD PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
1048.0	1	sp|P0AET8|HDHA_ECOLI	 	56.1	255	26778	7-alpha-hydroxysteroid dehydrogenase OS=Escherichia coli (strain K12) OX=83333 GN=hdhA PE=1 SV=1	91	91	1.000	55	36	55	36	55.000	36.000	 
1049.0	1	sp|P0AEU0|HISJ_ECOLI	 	68.8	260	28483	Histidine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=hisJ PE=1 SV=1	50	46	0.920	29	21	27	19	28.000	19.826	sp|P09551|ARGT_ECOLI, sp|P0AEU0|HISJ_ECOLI
1050.0	1	sp|P0AEU7|SKP_ECOLI	 	47.8	161	17688	Chaperone protein Skp OS=Escherichia coli (strain K12) OX=83333 GN=skp PE=1 SV=1	75	75	1.000	44	31	44	31	44.000	31.000	 
1051.0	1	sp|P0AEW4|CPDA_ECOLI	 	14.9	275	30938	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA OS=Escherichia coli (strain K12) OX=83333 GN=cpdA PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
1052.0	1	sp|P0AEW6|INGK_ECOLI	 	44.0	434	48448	Inosine-guanosine kinase OS=Escherichia coli (strain K12) OX=83333 GN=gsk PE=1 SV=1	45	45	1.000	25	20	25	20	25.000	20.000	 
1053.0	1	sp|P0AEW9|K1PF_ECOLI	 	32.1	312	33755	1-phosphofructokinase OS=Escherichia coli (strain K12) OX=83333 GN=fruK PE=3 SV=1	17	17	1.000	8	9	8	9	8.000	9.000	 
1054.0	1	sp|P0AEX3|KGTP_ECOLI	 	6.5	432	47052	Alpha-ketoglutarate permease OS=Escherichia coli (strain K12) OX=83333 GN=kgtP PE=1 SV=1	11	11	1.000	5	6	5	6	5.000	6.000	 
1055.0	1	sp|P0AEX5|KPPR_ECOLI	 	24.2	289	32344	Probable phosphoribulokinase OS=Escherichia coli (strain K12) OX=83333 GN=prkB PE=3 SV=1	23	23	1.000	12	11	12	11	12.000	11.000	 
1056.0	1	sp|P0AEX9|MALE_ECOLI	 	81.1	396	43387	Maltose-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=malE PE=1 SV=1	164	164	1.000	90	74	90	74	90.000	74.000	 
1057.0	1	sp|P0AEY3|MAZG_ECOLI	 	5.7	263	30412	Nucleoside triphosphate pyrophosphohydrolase OS=Escherichia coli (strain K12) OX=83333 GN=mazG PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
1058.0	1	sp|P0AEY5|MDAB_ECOLI	 	62.2	193	21891	Modulator of drug activity B OS=Escherichia coli (strain K12) OX=83333 GN=mdaB PE=1 SV=1	40	40	1.000	22	18	22	18	22.000	18.000	 
1059.0	1	sp|P0AEZ3|MIND_ECOLI	 	63.0	270	29614	Septum site-determining protein MinD OS=Escherichia coli (strain K12) OX=83333 GN=minD PE=1 SV=2	82	82	1.000	50	32	50	32	50.000	32.000	 
1060.0	1	sp|P0AEZ9|MOAB_ECOLI	 	54.7	170	18665	Molybdenum cofactor biosynthesis protein B OS=Escherichia coli (strain K12) OX=83333 GN=moaB PE=1 SV=2	40	40	1.000	23	17	23	17	23.000	17.000	 
1061.0	1	sp|P0AF03|MOG_ECOLI	 	24.1	195	21222	Molybdopterin adenylyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=mog PE=1 SV=1	15	15	1.000	9	6	9	6	9.000	6.000	 
1062.0	1	sp|P0AF08|APBC_ECOLI	 	31.2	369	39938	Iron-sulfur cluster carrier protein OS=Escherichia coli (strain K12) OX=83333 GN=mrp PE=3 SV=1	53	53	1.000	31	22	31	22	31.000	22.000	 
1063.0	1	sp|P0AF12|MTNN_ECOLI	 	42.2	232	24354	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Escherichia coli (strain K12) OX=83333 GN=mtnN PE=1 SV=1	21	21	1.000	13	8	13	8	13.000	8.000	 
1064.0	1	sp|P0AF16|MURJ_ECOLI	 	7.0	511	55267	Lipid II flippase MurJ OS=Escherichia coli (strain K12) OX=83333 GN=murJ PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
1065.0	1	sp|P0AF18|NAGA_ECOLI	 	41.6	382	40949	N-acetylglucosamine-6-phosphate deacetylase OS=Escherichia coli (strain K12) OX=83333 GN=nagA PE=1 SV=1	47	47	1.000	29	18	29	18	29.000	18.000	 
1066.0	1	sp|P0AF20|NAGC_ECOLI	 	57.1	406	44541	N-acetylglucosamine repressor OS=Escherichia coli (strain K12) OX=83333 GN=nagC PE=2 SV=1	57	57	1.000	31	26	31	26	31.000	26.000	 
1067.0	1	sp|P0AF24|NAGD_ECOLI	 	56.4	250	27163	Ribonucleotide monophosphatase NagD OS=Escherichia coli (strain K12) OX=83333 GN=nagD PE=1 SV=1	35	35	1.000	18	17	18	17	18.000	17.000	 
1068.0	1	sp|P0AF28|NARL_ECOLI	 	39.8	216	23927	Nitrate/nitrite response regulator protein NarL OS=Escherichia coli (strain K12) OX=83333 GN=narL PE=1 SV=1	41	41	1.000	22	19	22	19	22.000	19.000	 
1069.0	1	sp|P0AF36|ZAPB_ECOLI	 	51.9	81	9635	Cell division protein ZapB OS=Escherichia coli (strain K12) OX=83333 GN=zapB PE=1 SV=1	41	41	1.000	24	17	24	17	24.000	17.000	 
1070.0	1	sp|P0AF48|YJBQ_ECOLI	 	48.6	138	15656	UPF0047 protein YjbQ OS=Escherichia coli (strain K12) OX=83333 GN=yjbQ PE=3 SV=1	18	18	1.000	9	9	9	9	9.000	9.000	 
1071.0	1	sp|P0AF50|YJBR_ECOLI	 	16.9	118	13519	Uncharacterized protein YjbR OS=Escherichia coli (strain K12) OX=83333 GN=yjbR PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	 
1072.0	1	sp|P0AF54|YJCH_ECOLI	 	19.2	104	11671	Inner membrane protein YjcH OS=Escherichia coli (strain K12) OX=83333 GN=yjcH PE=1 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
1073.0	1	sp|P0AF63|NSRR_ECOLI	 	44.7	141	15593	HTH-type transcriptional repressor NsrR OS=Escherichia coli (strain K12) OX=83333 GN=nsrR PE=3 SV=1	16	16	1.000	11	5	11	5	11.000	5.000	 
1074.0	1	sp|P0AF67|TSAE_ECOLI	 	48.4	153	16853	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE OS=Escherichia coli (strain K12) OX=83333 GN=tsaE PE=1 SV=1	13	13	1.000	8	5	8	5	8.000	5.000	 
1075.0	1	sp|P0AF70|YJEI_ECOLI	 	22.2	117	11958	Uncharacterized protein YjeI OS=Escherichia coli (strain K12) OX=83333 GN=yjeI PE=3 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	 
1076.0	1	sp|P0AF93|RIDA_ECOLI	 	85.9	128	13611	2-iminobutanoate/2-iminopropanoate deaminase OS=Escherichia coli (strain K12) OX=83333 GN=ridA PE=1 SV=2	26	26	1.000	16	10	16	10	16.000	10.000	 
1077.0	1	sp|P0AF96|TABA_ECOLI	 	37.3	150	16865	Toxin-antitoxin biofilm protein TabA OS=Escherichia coli (strain K12) OX=83333 GN=tabA PE=1 SV=1	5	5	1.000	2	3	2	3	2.000	3.000	 
1078.0	1	sp|P0AF98|LPTF_ECOLI	 	13.7	366	40357	Lipopolysaccharide export system permease protein LptF OS=Escherichia coli (strain K12) OX=83333 GN=lptF PE=1 SV=1	12	12	1.000	7	5	7	5	7.000	5.000	 
1079.0	1	sp|P0AFA2|NARX_ECOLI	 	21.2	598	67083	Nitrate/nitrite sensor protein NarX OS=Escherichia coli (strain K12) OX=83333 GN=narX PE=1 SV=1	21	21	1.000	10	11	10	11	10.000	11.000	 
1080.0	1	sp|P0AFA7|NHAB_ECOLI	 	4.9	513	56728	Na(+)/H(+) antiporter NhaB OS=Escherichia coli (strain K12) OX=83333 GN=nhaB PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
1081.0	1	sp|P0AFB1|NLPI_ECOLI	 	19.4	294	33620	Lipoprotein NlpI OS=Escherichia coli (strain K12) OX=83333 GN=nlpI PE=1 SV=1	9	9	1.000	4	5	4	5	4.000	5.000	 
1082.0	1	sp|P0AFB5|NTRB_ECOLI	 	14.9	349	38556	Sensory histidine kinase/phosphatase NtrB OS=Escherichia coli (strain K12) OX=83333 GN=glnL PE=1 SV=1	8	8	1.000	6	2	6	2	6.000	2.000	 
1083.0	1	sp|P0AFB8|NTRC_ECOLI	 	47.5	469	52254	DNA-binding transcriptional regulator NtrC OS=Escherichia coli (strain K12) OX=83333 GN=glnG PE=1 SV=1	40	40	1.000	23	17	23	17	23.000	17.000	 
1084.0	1	sp|P0AFC3|NUOA_ECOLI	 	35.4	147	16457	NADH-quinone oxidoreductase subunit A OS=Escherichia coli (strain K12) OX=83333 GN=nuoA PE=3 SV=1	16	16	1.000	9	7	9	7	9.000	7.000	 
1085.0	1	sp|P0AFC7|NUOB_ECOLI	 	39.1	220	25056	NADH-quinone oxidoreductase subunit B OS=Escherichia coli (strain K12) OX=83333 GN=nuoB PE=1 SV=1	28	28	1.000	16	12	16	12	16.000	12.000	 
1086.0	1	sp|P0AFD1|NUOE_ECOLI	 	33.1	166	18590	NADH-quinone oxidoreductase subunit E OS=Escherichia coli (strain K12) OX=83333 GN=nuoE PE=1 SV=1	15	15	1.000	7	8	7	8	7.000	8.000	 
1087.0	1	sp|P0AFD4|NUOH_ECOLI	 	4.9	325	36219	NADH-quinone oxidoreductase subunit H OS=Escherichia coli (strain K12) OX=83333 GN=nuoH PE=1 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
1088.0	1	sp|P0AFD6|NUOI_ECOLI	 	61.1	180	20538	NADH-quinone oxidoreductase subunit I OS=Escherichia coli (strain K12) OX=83333 GN=nuoI PE=1 SV=1	34	34	1.000	19	15	19	15	19.000	15.000	 
1089.0	1	sp|P0AFE0|NUOJ_ECOLI	 	4.9	184	19874	NADH-quinone oxidoreductase subunit J OS=Escherichia coli (strain K12) OX=83333 GN=nuoJ PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
1090.0	1	sp|P0AFE4|NUOK_ECOLI	 	13.0	100	10845	NADH-quinone oxidoreductase subunit K OS=Escherichia coli (strain K12) OX=83333 GN=nuoK PE=1 SV=1	7	7	1.000	5	2	5	2	5.000	2.000	 
1091.0	1	sp|P0AFF0|NUON_ECOLI	 	3.7	485	52043	NADH-quinone oxidoreductase subunit N OS=Escherichia coli (strain K12) OX=83333 GN=nuoN PE=1 SV=2	4	2	0.500	2	2	1	1	2.000	1.333	REV_P60240, sp|P0AFF0|NUON_ECOLI
1092.0	1	sp|P0AFF2|NUPC_ECOLI	 	12.2	400	43475	Nucleoside permease NupC OS=Escherichia coli (strain K12) OX=83333 GN=nupC PE=1 SV=1	14	14	1.000	8	6	8	6	8.000	6.000	 
1093.0	1	sp|P0AFF6|NUSA_ECOLI	 	66.5	495	54870	Transcription termination/antitermination protein NusA OS=Escherichia coli (strain K12) OX=83333 GN=nusA PE=1 SV=1	114	114	1.000	62	52	62	52	62.000	52.000	 
1094.0	1	sp|P0AFG0|NUSG_ECOLI	 	60.8	181	20531	Transcription termination/antitermination protein NusG OS=Escherichia coli (strain K12) OX=83333 GN=nusG PE=1 SV=2	67	67	1.000	39	28	39	28	39.000	28.000	 
1095.0	1	sp|P0AFG3|ODO1_ECOLI	 	57.1	933	105061	2-oxoglutarate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=sucA PE=1 SV=1	573	573	1.000	324	249	324	249	324.000	249.000	 
1096.0	1	sp|P0AFG6|ODO2_ECOLI	 	54.8	405	44011	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex OS=Escherichia coli (strain K12) OX=83333 GN=sucB PE=1 SV=2	252	252	1.000	149	103	149	103	149.000	103.000	 
1097.0	1	sp|P0AFG8|ODP1_ECOLI	 	68.3	887	99667	Pyruvate dehydrogenase E1 component OS=Escherichia coli (strain K12) OX=83333 GN=aceE PE=1 SV=2	278	278	1.000	163	115	163	115	163.000	115.000	 
1098.0	1	sp|P0AFH0|OGT_ECOLI	 	36.3	171	19179	Methylated-DNA--protein-cysteine methyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=ogt PE=1 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	 
1099.0	1	sp|P0AFH2|OPPB_ECOLI	 	26.8	306	33443	Oligopeptide transport system permease protein OppB OS=Escherichia coli (strain K12) OX=83333 GN=oppB PE=1 SV=1	26	26	1.000	13	13	13	13	13.000	13.000	 
1100.0	1	sp|P0AFH6|OPPC_ECOLI	 	14.9	302	33022	Oligopeptide transport system permease protein OppC OS=Escherichia coli (strain K12) OX=83333 GN=oppC PE=1 SV=1	16	16	1.000	8	8	8	8	8.000	8.000	 
1101.0	1	sp|P0AFH8|OSMY_ECOLI	 	61.7	201	21073	Osmotically-inducible protein Y OS=Escherichia coli (strain K12) OX=83333 GN=osmY PE=1 SV=1	64	64	1.000	37	27	37	27	37.000	27.000	 
1102.0	1	sp|P0AFI2|PARC_ECOLI	 	38.8	752	83830	DNA topoisomerase 4 subunit A OS=Escherichia coli (strain K12) OX=83333 GN=parC PE=1 SV=1	74	74	1.000	45	29	45	29	45.000	29.000	 
1103.0	1	sp|P0AFI7|PDXH_ECOLI	 	54.1	218	25545	Pyridoxine/pyridoxamine 5'-phosphate oxidase OS=Escherichia coli (strain K12) OX=83333 GN=pdxH PE=1 SV=2	33	33	1.000	18	15	18	15	18.000	15.000	 
1104.0	1	sp|P0AFJ1|PHNA_ECOLI	 	38.7	111	12345	Protein PhnA OS=Escherichia coli (strain K12) OX=83333 GN=phnA PE=4 SV=1	10	10	1.000	6	4	6	4	6.000	4.000	 
1105.0	1	sp|P0AFJ5|PHOB_ECOLI	 	41.9	229	26433	Phosphate regulon transcriptional regulatory protein PhoB OS=Escherichia coli (strain K12) OX=83333 GN=phoB PE=1 SV=1	21	21	1.000	13	8	13	8	13.000	8.000	 
1106.0	1	sp|P0AFJ7|PITA_ECOLI	 	11.2	499	53388	Low-affinity inorganic phosphate transporter 1 OS=Escherichia coli (strain K12) OX=83333 GN=pitA PE=1 SV=1	26	26	1.000	13	13	13	13	13.000	13.000	 
1107.0	1	sp|P0AFK0|PMBA_ECOLI	 	61.1	450	48369	Metalloprotease PmbA OS=Escherichia coli (strain K12) OX=83333 GN=pmbA PE=1 SV=1	89	89	1.000	49	40	49	40	49.000	40.000	 
1108.0	1	sp|P0AFK9|POTD_ECOLI	 	48.9	348	38867	Spermidine/putrescine-binding periplasmic protein OS=Escherichia coli (strain K12) OX=83333 GN=potD PE=1 SV=1	57	57	1.000	33	24	33	24	33.000	24.000	 
1109.0	1	sp|P0AFL3|PPIA_ECOLI	 	68.9	190	20431	Peptidyl-prolyl cis-trans isomerase A OS=Escherichia coli (strain K12) OX=83333 GN=ppiA PE=1 SV=1	42	33	0.786	26	16	20	13	22.182	13.929	sp|P0AFL3|PPIA_ECOLI, sp|P23869|PPIB_ECOLI
1110.0	1	sp|P0AFL6|PPX_ECOLI	 	52.0	513	58135	Exopolyphosphatase OS=Escherichia coli (strain K12) OX=83333 GN=ppx PE=1 SV=2	66	66	1.000	39	27	39	27	39.000	27.000	 
1111.0	1	sp|P0AFM4|PSIF_ECOLI	 	53.8	106	11686	Phosphate starvation-inducible protein PsiF OS=Escherichia coli (strain K12) OX=83333 GN=psiF PE=1 SV=1	26	26	1.000	15	11	15	11	15.000	11.000	 
1112.0	1	sp|P0AFM6|PSPA_ECOLI	 	56.8	222	25493	Phage shock protein A OS=Escherichia coli (strain K12) OX=83333 GN=pspA PE=1 SV=2	51	51	1.000	29	22	29	22	29.000	22.000	 
1113.0	1	sp|P0AFM9|PSPB_ECOLI	 	48.6	74	8763	Phage shock protein B OS=Escherichia coli (strain K12) OX=83333 GN=pspB PE=1 SV=1	10	10	1.000	4	6	4	6	4.000	6.000	 
1114.0	1	sp|P0AFP4|YBBO_ECOLI	 	10.8	269	29410	Uncharacterized oxidoreductase YbbO OS=Escherichia coli (strain K12) OX=83333 GN=ybbO PE=3 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
1115.0	1	sp|P0AFP6|GCH1L_ECOLI	 	46.2	247	26892	GTP cyclohydrolase 1 type 2 homolog OS=Escherichia coli (strain K12) OX=83333 GN=ybgI PE=1 SV=1	34	34	1.000	20	14	20	14	20.000	14.000	 
1116.0	1	sp|P0AFQ7|YCFH_ECOLI	 	20.0	265	29808	Uncharacterized metal-dependent hydrolase YcfH OS=Escherichia coli (strain K12) OX=83333 GN=ycfH PE=1 SV=1	12	12	1.000	6	6	6	6	6.000	6.000	 
1117.0	1	sp|P0AFR0|RSSA_ECOLI	 	10.6	301	33067	NTE family protein RssA OS=Escherichia coli (strain K12) OX=83333 GN=rssA PE=3 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	 
1118.0	1	sp|P0AFR4|YCIO_ECOLI	 	38.8	206	23212	Uncharacterized protein YciO OS=Escherichia coli (strain K12) OX=83333 GN=yciO PE=1 SV=1	14	14	1.000	9	5	9	5	9.000	5.000	 
1119.0	1	sp|P0AFS3|FOLM_ECOLI	 	6.7	240	26348	Dihydromonapterin reductase OS=Escherichia coli (strain K12) OX=83333 GN=folM PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
1120.0	1	sp|P0AFT2|YECS_ECOLI	 	10.4	222	24801	L-cystine transport system permease protein YecS OS=Escherichia coli (strain K12) OX=83333 GN=yecS PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	 
1121.0	1	sp|P0AFT5|BTSR_ECOLI	 	44.4	239	27399	Transcriptional regulatory protein BtsR OS=Escherichia coli (strain K12) OX=83333 GN=btsR PE=1 SV=1	15	15	1.000	10	5	10	5	10.000	5.000	 
1122.0	1	sp|P0AFU4|GLRR_ECOLI	 	24.8	444	49148	Transcriptional regulatory protein GlrR OS=Escherichia coli (strain K12) OX=83333 GN=glrR PE=1 SV=1	23	23	1.000	15	8	15	8	15.000	8.000	 
1123.0	1	sp|P0AFU8|RISA_ECOLI	 	54.0	213	23445	Riboflavin synthase OS=Escherichia coli (strain K12) OX=83333 GN=ribC PE=1 SV=1	39	39	1.000	23	16	23	16	23.000	16.000	 
1124.0	1	sp|P0AFW0|RFAH_ECOLI	 	10.5	162	18340	Transcription antitermination protein RfaH OS=Escherichia coli (strain K12) OX=83333 GN=rfaH PE=1 SV=1	5	5	1.000	3	2	3	2	3.000	2.000	 
1125.0	1	sp|P0AFW2|RMF_ECOLI	 	54.5	55	6507	Ribosome modulation factor OS=Escherichia coli (strain K12) OX=83333 GN=rmf PE=1 SV=1	34	34	1.000	20	14	20	14	20.000	14.000	 
1126.0	1	sp|P0AFW4|RNK_ECOLI	 	11.0	136	14927	Regulator of nucleoside diphosphate kinase OS=Escherichia coli (strain K12) OX=83333 GN=rnk PE=1 SV=1	8	8	1.000	4	4	4	4	4.000	4.000	 
1127.0	1	sp|P0AFW8|ROF_ECOLI	 	26.2	84	9480	Protein rof OS=Escherichia coli (strain K12) OX=83333 GN=rof PE=1 SV=1	4	4	1.000	2	2	2	2	2.000	2.000	 
1128.0	1	sp|P0AFX0|HPF_ECOLI	 	34.7	95	10750	Ribosome hibernation promoting factor OS=Escherichia coli (strain K12) OX=83333 GN=hpf PE=1 SV=1	9	9	1.000	5	4	5	4	5.000	4.000	 
1129.0	1	sp|P0AFX4|RSD_ECOLI	 	19.0	158	18243	Regulator of sigma D OS=Escherichia coli (strain K12) OX=83333 GN=rsd PE=1 SV=1	9	9	1.000	6	3	6	3	6.000	3.000	 
1130.0	1	sp|P0AFX7|RSEA_ECOLI	 	17.6	216	24321	Anti-sigma-E factor RseA OS=Escherichia coli (strain K12) OX=83333 GN=rseA PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
1131.0	1	sp|P0AFX9|RSEB_ECOLI	 	51.6	318	35749	Sigma-E factor regulatory protein RseB OS=Escherichia coli (strain K12) OX=83333 GN=rseB PE=1 SV=1	38	38	1.000	25	13	25	13	25.000	13.000	 
1132.0	1	sp|P0AFY6|SBMA_ECOLI	 	5.4	406	46459	Peptide antibiotic transporter SbmA OS=Escherichia coli (strain K12) OX=83333 GN=sbmA PE=1 SV=1	4	4	1.000	3	1	3	1	3.000	1.000	 
1133.0	1	sp|P0AFY8|SEQA_ECOLI	 	52.5	181	20315	Negative modulator of initiation of replication OS=Escherichia coli (strain K12) OX=83333 GN=seqA PE=1 SV=1	30	30	1.000	15	15	15	15	15.000	15.000	 
1134.0	1	sp|P0AFZ1|SSEB_ECOLI	 	11.2	258	28642	Protein SseB OS=Escherichia coli (strain K12) OX=83333 GN=sseB PE=4 SV=1	6	6	1.000	3	3	3	3	3.000	3.000	 
1135.0	1	sp|P0AFZ3|SSPB_ECOLI	 	24.2	165	18262	Stringent starvation protein B OS=Escherichia coli (strain K12) OX=83333 GN=sspB PE=1 SV=1	11	11	1.000	5	6	5	6	5.000	6.000	 
1136.0	1	sp|P0AG00|WZZE_ECOLI	 	21.0	348	39489	ECA polysaccharide chain length modulation protein OS=Escherichia coli (strain K12) OX=83333 GN=wzzE PE=1 SV=2	23	23	1.000	13	10	13	10	13.000	10.000	 
1137.0	1	sp|P0AG03|UBIX_ECOLI	 	32.8	189	20695	Flavin prenyltransferase UbiX OS=Escherichia coli (strain K12) OX=83333 GN=ubiX PE=2 SV=1	8	8	1.000	5	3	5	3	5.000	3.000	 
1138.0	1	sp|P0AG07|RPE_ECOLI	 	41.8	225	24554	Ribulose-phosphate 3-epimerase OS=Escherichia coli (strain K12) OX=83333 GN=rpe PE=1 SV=1	18	18	1.000	10	8	10	8	10.000	8.000	 
1139.0	1	sp|P0AG14|SOHB_ECOLI	 	34.4	349	39366	Probable protease SohB OS=Escherichia coli (strain K12) OX=83333 GN=sohB PE=1 SV=1	36	36	1.000	21	15	21	15	21.000	15.000	 
1140.0	1	sp|P0AG16|PUR1_ECOLI	 	43.2	505	56487	Amidophosphoribosyltransferase OS=Escherichia coli (strain K12) OX=83333 GN=purF PE=1 SV=2	45	45	1.000	29	16	29	16	29.000	16.000	 
1141.0	1	sp|P0AG18|PURE_ECOLI	 	19.5	169	17780	N5-carboxyaminoimidazole ribonucleotide mutase OS=Escherichia coli (strain K12) OX=83333 GN=purE PE=1 SV=2	7	7	1.000	6	1	6	1	6.000	1.000	 
1142.0	1	sp|P0AG20|RELA_ECOLI	 	37.1	744	83875	GTP pyrophosphokinase OS=Escherichia coli (strain K12) OX=83333 GN=relA PE=1 SV=1	66	66	1.000	34	32	34	32	34.000	32.000	 
1143.0	1	sp|P0AG24|SPOT_ECOLI	 	28.5	702	79342	Bifunctional (p)ppGpp synthase/hydrolase SpoT OS=Escherichia coli (strain K12) OX=83333 GN=spoT PE=1 SV=1	62	62	1.000	37	25	37	25	37.000	25.000	 
