PAW protein_summary_9 results file
written: Sun Apr 21 17:32:22 2019

 	=subtotal(109,B6:B691)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
27.01	1	sp|P02538|K2C6A_HUMAN	redundant	49.1	564	60044	Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3	299	1	0.003	171	128	0	1	8.738	36.648	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
28.0	1	CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN	contaminant	49.1	564	59998	KERATIN, TYPE II CYTOSKELETAL 6B (CYTOKERATIN 6B) (CK 6B) (K6B KERATIN) [Homo sapiens].	286	0	0.000	166	120	0	0	6.438	0.950	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
29.0	1	CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN	contaminant	49.1	564	60199	KERATIN, TYPE II CYTOSKELETAL 6C (CYTOKERATIN 6C) (CK 6C) (K6C KERATIN) [Homo sapiens].	300	0	0.000	172	128	0	0	8.938	0.200	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
30.0	1	CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN	contaminant	49.1	564	60222	KERATIN, TYPE II CYTOSKELETAL 6E (CYTOKERATIN 6E) (CK 6E) (K6E KERATIN) [Homo sapiens].	281	0	0.000	163	118	0	0	6.938	0.450	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
31.0	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	contaminant	49.1	564	60066	KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens].	314	0	0.000	178	136	0	0	6.605	0.950	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
31.01	1	sp|P04259|K2C6B_HUMAN	redundant	49.1	564	60066	Keratin, type II cytoskeletal 6B OS=Homo sapiens OX=9606 GN=KRT6B PE=1 SV=5	314	0	0.000	178	136	0	0	6.605	0.950	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
32.0	1	CONT_138|gi|71531|pir||KRSHL1	contaminant	43.0	412	46674	keratin, 48K type I microfibrillar, component 8c-1 [Ovis aries].	67	3	0.045	56	11	3	0	35.387	2.000	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN, sp|Q6A162|K1C40_HUMAN, sp|Q9C075|K1C23_HUMAN
33.0	1	CONT_143|gi|88054|pir||A22940	contaminant	64.5	643	65493	keratin, 67K type II cytoskeletal [Homo sapiens].	986	6	0.006	601	385	4	2	385.105	249.707	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P35908|K22E_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN, sp|Q9NSB2|KRT84_HUMAN
34.0	1	CONT_151|gi|1000379|bbs|168429	contaminant	94.1	17	1982	(S78515) type I keratin K17 [human, Jackson-Lawler pachyonychia congenita patient 2, Peptide Partial Mutant, 17 aa].	22	2	0.091	14	8	2	0	2.050	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, sp|P02533|K1C14_HUMAN, sp|P35527|K1C9_HUMAN
35.0	1	CONT_156|gi|1363944|pir||JC4313	contaminant	65.5	473	51237	type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa].	267	78	0.292	156	111	44	34	91.821	65.435	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|P35527|K1C9_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN
35.01	1	sp|P08779|K1C16_HUMAN	redundant	65.5	473	51267	Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4	267	78	0.292	156	111	44	34	91.821	65.435	CONT_050|gi|280816|pir||A37343, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|P35527|K1C9_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN
36.0	1	CONT_167|gi|1668744|gnl|PID|e195475	contaminant	13.4	425	47570	(X90763) HHa5 hair keratin type I intermediate filament [Homo sapiens].	15	2	0.133	11	4	2	0	4.524	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN
36.01	1	sp|Q92764|KRT35_HUMAN	redundant	12.5	455	50360	Keratin, type I cuticular Ha5 OS=Homo sapiens OX=9606 GN=KRT35 PE=2 SV=5	15	2	0.133	11	4	2	0	4.524	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_092|gi|71528|pir||KRHU0, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_138|gi|71531|pir||KRSHL1, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|O76009|KT33A_HUMAN, sp|O76013|KRT36_HUMAN, sp|O76014|KRT37_HUMAN, sp|O76015|KRT38_HUMAN, sp|P02533|K1C14_HUMAN, sp|P13646|K1C13_HUMAN, sp|Q14525|KT33B_HUMAN, sp|Q14532|K1H2_HUMAN, sp|Q15323|K1H1_HUMAN
37.0	1	CONT_171|gi|1890020|gnl|PID|d1020171	contaminant	88.5	226	25928	(AB001594) mutant keratin 9 [Homo sapiens].	340	1	0.003	199	141	1	0	2.222	0.000	CONT_171|gi|1890020|gnl|PID|d1020171, sp|P35527|K1C9_HUMAN
38.0	1	CONT_173|gi|1903218|gnl|PID|e255345	contaminant	22.7	507	55802	(X99140) type II intermediate filament of hair keratin [Homo sapiens].	48	0	0.000	33	15	0	0	0.000	2.183	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
38.01	1	sp|P78386|KRT85_HUMAN	redundant	22.7	507	55802	Keratin, type II cuticular Hb5 OS=Homo sapiens OX=9606 GN=KRT85 PE=1 SV=1	48	0	0.000	33	15	0	0	0.000	2.183	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_071|gi|181400, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12035|K2C3_HUMAN, sp|P13647|K2C5_HUMAN, sp|P48668|K2C6C_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q01546|K22O_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q8N1N4|K2C78_HUMAN, sp|Q9NSB2|KRT84_HUMAN
39.0	1	CONT_176|gi|2119206|pir||S34165	contaminant	31.8	346	36626	keratin type II, KRT2.11, hair (fragments) [Ovis aries].	27	1	0.037	22	5	1	0	4.267	0.917	CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_173|gi|1903218|gnl|PID|e255345, CONT_176|gi|2119206|pir||S34165, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P78385|KRT83_HUMAN, sp|Q6KB66|K2C80_HUMAN, sp|Q9NSB2|KRT84_HUMAN
40.0	1	REV_P02788	reversed	4.2	710	78181	REVERSED.	4	4	1.000	4	0	4	0	4.000	0.000	 
41.0	1	REV_P18283	reversed	15.3	190	21954	REVERSED.	3	3	1.000	2	1	2	1	2.000	1.000	 
42.0	1	REV_P19338	reversed	2.1	710	76613	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	 
43.0	1	REV_Q14204	reversed	0.6	4646	532401	REVERSED.	2	2	1.000	0	2	0	2	0.000	2.000	 
44.0	1	REV_Q5JU67	reversed	4.0	520	60533	REVERSED.	4	4	1.000	3	1	3	1	3.000	1.000	 
45.0	1	REV_Q7L8L6	reversed	2.5	764	86573	REVERSED.	6	6	1.000	2	4	2	4	2.000	4.000	 
46.0	1	REV_Q7Z745	reversed	0.6	1585	180779	REVERSED.	17	17	1.000	7	10	7	10	7.000	10.000	 
47.0	1	REV_Q96JN2	reversed	1.7	1154	134044	REVERSED.	3	3	1.000	3	0	3	0	3.000	0.000	 
48.0	1	sp|A0A0C4DH31|HV118_HUMAN	 	38.5	117	12820	Immunoglobulin heavy variable 1-18 OS=Homo sapiens OX=9606 GN=IGHV1-18 PE=3 SV=1	7	7	1.000	4	3	4	3	4.000	3.000	 
49.0	1	sp|A1L4H1|SRCRL_HUMAN	 	6.4	1573	165741	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D OS=Homo sapiens OX=9606 GN=SSC5D PE=1 SV=3	16	16	1.000	8	8	8	8	8.000	8.000	 
50.0	1	sp|A5A3E0|POTEF_HUMAN	 	5.5	1075	121443	POTE ankyrin domain family member F OS=Homo sapiens OX=9606 GN=POTEF PE=1 SV=2	25	1	0.040	12	13	0	1	0.000	2.389	sp|A5A3E0|POTEF_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN
50.01	1	sp|Q6S8J3|POTEE_HUMAN	redundant	5.5	1075	121362	POTE ankyrin domain family member E OS=Homo sapiens OX=9606 GN=POTEE PE=2 SV=3	25	1	0.040	12	13	0	1	0.000	2.389	sp|A5A3E0|POTEF_HUMAN, sp|P60709|ACTB_HUMAN, sp|P62736|ACTA_HUMAN
51.0	1	sp|A8K2U0|A2ML1_HUMAN	 	1.9	1454	161105	Alpha-2-macroglobulin-like protein 1 OS=Homo sapiens OX=9606 GN=A2ML1 PE=1 SV=3	4	4	1.000	3	1	3	1	3.000	1.000	 
52.0	1	sp|B9A064|IGLL5_HUMAN	 	35.0	214	23063	Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=2 SV=2	21	12	0.571	11	10	7	5	8.120	5.862	sp|B9A064|IGLL5_HUMAN, sp|P0DOY2|IGLC2_HUMAN
53.0	1	sp|O00187|MASP2_HUMAN	 	13.7	686	75702	Mannan-binding lectin serine protease 2 OS=Homo sapiens OX=9606 GN=MASP2 PE=1 SV=4	25	25	1.000	17	8	17	8	17.000	8.000	 
54.0	1	sp|O00391|QSOX1_HUMAN	 	17.8	747	82577	Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3	43	43	1.000	21	22	21	22	21.000	22.000	 
55.0	1	sp|O00533|NCHL1_HUMAN	 	10.9	1208	135070	Neural cell adhesion molecule L1-like protein OS=Homo sapiens OX=9606 GN=CHL1 PE=1 SV=4	42	42	1.000	19	23	19	23	19.000	23.000	 
56.0	1	sp|O00592|PODXL_HUMAN	 	2.9	558	58635	Podocalyxin OS=Homo sapiens OX=9606 GN=PODXL PE=1 SV=2	6	6	1.000	2	4	2	4	2.000	4.000	 
57.0	1	sp|O14556|G3PT_HUMAN	 	4.4	408	44501	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2	18	16	0.889	12	6	10	6	11.111	6.000	sp|O14556|G3PT_HUMAN, sp|P04406|G3P_HUMAN
58.0	1	sp|O14732|IMPA2_HUMAN	 	6.6	288	31321	Inositol monophosphatase 2 OS=Homo sapiens OX=9606 GN=IMPA2 PE=1 SV=1	3	3	1.000	3	0	3	0	3.000	0.000	 
59.0	1	sp|O14786|NRP1_HUMAN	 	4.9	923	103133	Neuropilin-1 OS=Homo sapiens OX=9606 GN=NRP1 PE=1 SV=3	12	12	1.000	8	4	8	4	8.000	4.000	 
60.0	1	sp|O14791|APOL1_HUMAN	 	44.2	398	43974	Apolipoprotein L1 OS=Homo sapiens OX=9606 GN=APOL1 PE=1 SV=5	107	107	1.000	49	58	49	58	49.000	58.000	 
61.0	1	sp|O14818|PSA7_HUMAN	 	8.1	248	27887	Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1	2	2	1.000	2	0	2	0	2.000	0.000	 
62.0	1	sp|O15031|PLXB2_HUMAN	 	1.2	1838	205125	Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3	5	5	1.000	2	3	2	3	2.000	3.000	 
63.0	1	sp|O15347|HMGB3_HUMAN	 	4.0	200	22980	High mobility group protein B3 OS=Homo sapiens OX=9606 GN=HMGB3 PE=1 SV=4	4	4	1.000	1	3	1	3	1.000	3.000	 
63.01	1	sp|P26583|HMGB2_HUMAN	redundant	3.8	209	24033	High mobility group protein B2 OS=Homo sapiens OX=9606 GN=HMGB2 PE=1 SV=2	4	4	1.000	1	3	1	3	1.000	3.000	 
64.0	1	sp|O15394|NCAM2_HUMAN	 	7.6	837	93045	Neural cell adhesion molecule 2 OS=Homo sapiens OX=9606 GN=NCAM2 PE=1 SV=2	12	12	1.000	6	6	6	6	6.000	6.000	 
