New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Sun Apr 28 10:10:54 2019
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_TMT1	Total_TMT2	Unique_TMT1	Unique_TMT2	Corrected_TMT1	Corrected_TMT2	PSMs_Used_TMT1	TotInt_126C_TMT1	TotInt_127N_TMT1	TotInt_127C_TMT1	TotInt_128N_TMT1	TotInt_128C_TMT1	TotInt_129N_TMT1	TotInt_129C_TMT1	TotInt_130N_TMT1	TotInt_130C_TMT1	TotInt_131N_TMT1	TotInt_131C_TMT1	PSMs_Used_TMT2	TotInt_126C_TMT2	TotInt_127N_TMT2	TotInt_127C_TMT2	TotInt_128N_TMT2	TotInt_128C_TMT2	TotInt_129N_TMT2	TotInt_129C_TMT2	TotInt_130N_TMT2	TotInt_130C_TMT2	TotInt_131N_TMT2	TotInt_131C_TMT2
291	1	sp|P14543|NID1_HUMAN	 	 	 	 	5.1	1247	136376	Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3	9	9	1.000	5	4	5	4	5.000	4.000	5	553664.775147	367647.956543	61915.076965	385311.460938	191223.71581999998	389632.773438	495015.252441	454570.168458	555255.7089839999	470949.555665	32802.433898999996	4	28379.738525	33841.371644	33158.237183	32882.014465	39589.192383	41174.20691	84861.037597	28644.472657	38512.74707	42467.302368000004	150.0
292	1	sp|P14618|KPYM_HUMAN	 	 	 	 	21.3	531	57936	Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	21	21	1.000	11	10	11	10	11.000	10.000	11	344562.177247	240818.017579	33548.929077	439408.366211	133201.00372200002	311928.388184	421839.304688	327978.107544	331116.580261	259049.949708	10050.732422	10	49616.742919	61542.47537199999	79803.611541	101192.06134	75286.359131	83723.686799	104122.20507700002	75624.479737	60653.756989	207531.20581	770.788452
293	1	sp|P14625|ENPL_HUMAN	 	 	sp|P08238|HS90B_HUMAN, sp|P14625|ENPL_HUMAN	 	14.9	803	92468	Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1	38	35	0.921	20	18	18	17	19.565	17.773	18	1279302.4257820002	879906.2636699999	106941.92285100001	1054508.591308	420114.71630699997	920331.157226	1372144.333985	1007958.389647	1311885.186037	1215214.194336	45417.692687999996	17	451242.279907	547037.8856190001	528347.047972	513318.982788	576279.5894780001	636556.853515	933042.979249	480033.816528	418542.47326799994	1492172.817872	389.99264500000004
294	1	sp|P14780|MMP9_HUMAN	 	 	 	 	6.6	707	78457	Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3	4	4	1.000	4	0	4	0	4.000	0.000	4	86520.81494099999	61738.736328	13584.906006	82099.431152	35660.067627	136313.01855500002	144540.378907	137764.088867	132674.645507	355391.935548	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295	1	sp|P14923|PLAK_HUMAN	 	 	 	 	22.6	745	81744	Junction plakoglobin OS=Homo sapiens OX=9606 GN=JUP PE=1 SV=3	66	66	1.000	36	30	36	30	36.000	30.000	36	1432437.9447970001	1276828.3572969998	277613.105468	9708066.593262	439408.6345519999	1734222.8785079995	1271798.6401399998	5402287.69043	1105304.2775859998	1306383.611603001	7035.851104	30	217717.06550500006	191507.97491400002	255459.74862599996	682455.3651409999	227784.439332	271340.75115900004	691532.69702	282747.42065700004	246692.48974699996	253692.15154900003	5311.082122
296	1	sp|P15144|AMPN_HUMAN	 	 	 	 	15.2	967	109538	Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4	39	39	1.000	19	20	19	20	19.000	20.000	19	766244.3771980001	499555.296142	103667.44037	547109.6901869999	287369.043274	545095.1618349999	884862.696899	519929.308289	664368.0668329999	696796.002199	15086.879852	20	258954.270875	250015.48388899997	268457.55731199996	344013.9714350001	235728.05322300002	273770.89965700003	333569.1088880001	271524.37988300005	179273.50424100002	302926.16992	1194.501221
297	1	sp|P15151|PVR_HUMAN	 	 	 	 	7.9	417	45302	Poliovirus receptor OS=Homo sapiens OX=9606 GN=PVR PE=1 SV=2	16	16	1.000	8	8	8	8	8.000	8.000	8	128488.707031	99216.51965300001	9796.407150000001	90280.04199200001	22754.689026	86732.977783	112352.30297799998	93662.85620099999	67008.540527	84362.117066	661.89801	8	67169.004028	35155.35736	63706.092651000006	47525.852233	50731.491762000005	69815.48999100001	92511.209961	81541.15582300001	35361.499449999996	71380.42370600002	261.75201400000003
298	1	sp|P15169|CBPN_HUMAN	 	 	 	 	20.1	458	52286	Carboxypeptidase N catalytic chain OS=Homo sapiens OX=9606 GN=CPN1 PE=1 SV=1	51	51	1.000	25	26	25	26	25.000	26.000	25	2038215.3178699997	1346480.948486	211205.388719	1538059.4193719998	627632.074433	1604809.4405539995	2352090.554688	1289480.596313	1582226.4445820001	1841229.9140630001	8826.514649	26	561887.370179	689379.981811	539853.456849	647444.156615	625418.153689	604702.975096	896311.9497069997	583253.424316	367530.176452	1029018.409912	22741.255066
299	1	sp|P15924|DESP_HUMAN	 	 	 	 	27.4	2871	331770	Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3	201	201	1.000	129	72	129	72	129.000	72.000	129	3272371.7084980006	2770101.913211	747637.5107139999	13910204.646119	1155676.681063	3250385.1709609996	2922204.984132	8493574.192871	2300525.1740119993	2779792.5156909986	34833.79831	72	728309.5196529997	690328.0509919999	860248.6478279999	1947696.4595920003	990725.018524	904429.9523280001	2322467.9442129997	882144.6834400002	963009.3473789999	971629.8624880001	24345.857543999995
300	1	sp|P16035|TIMP2_HUMAN	 	 	 	 	19.5	220	24399	Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	4	197150.868897	99367.432617	57970.822753	160225.658692	60760.617188	147622.88647499998	198877.608154	146000.160156	150947.344482	192297.44799699998	3497.22229	2	8528.258789	11517.296385999998	10267.394043	9919.117187	10297.322754	11752.858886999999	9839.840333	9482.965332	5147.108398	20010.947754	150.0
301	1	sp|P16070|CD44_HUMAN	 	 	 	 	3.6	742	81537	CD44 antigen OS=Homo sapiens OX=9606 GN=CD44 PE=1 SV=3	7	7	1.000	3	4	3	4	3.000	4.000	3	238821.414062	153470.021118	30279.252990999998	294609.484375	109582.395814	218123.121582	242001.508301	283290.502442	253453.25341799998	214645.068359	7508.869629000001	4	24762.166626	19587.205688	19882.804933	16893.831116	16465.415833000003	18094.394409	22707.197114	19824.666137	11643.897721000001	31859.760986	654.487671
302	1	sp|P16109|LYAM3_HUMAN	 	 	 	 	6.6	830	90833	P-selectin OS=Homo sapiens OX=9606 GN=SELP PE=1 SV=3	6	6	1.000	5	1	5	1	5.000	1.000	5	103392.42693999999	51470.145752	8262.055053	56966.018249	28013.470215	100385.827881	87929.781128	102667.396851	61114.23999	84407.277894	150.0	1	3819.656738	3136.278809	3021.60376	3443.8767090000006	3012.181152	3563.3930659999996	5421.983886999999	4450.620117	2351.0673829999996	18205.238281	150.0
303	1	sp|P16401|H15_HUMAN	 	 	sp|P10412|H14_HUMAN, sp|P16401|H15_HUMAN	 	19.5	226	22580	Histone H1.5 OS=Homo sapiens OX=9606 GN=HIST1H1B PE=1 SV=3	8	5	0.625	4	4	2	3	2.800	3.375	2	26024.711426	32030.014160000002	10076.169800000001	48168.916993	23207.921875	30457.315429000002	48705.075195	37469.166993000006	26902.760742	28292.842773000004	1112.847473	3	13694.985717000001	18776.301514	29899.779174000003	21581.917846999997	28811.762451	28069.366088000002	33786.532471	27898.153808000003	18201.478028	28005.485352000003	349.670715
304	1	sp|P16930|FAAA_HUMAN	 	 	 	 	5.7	419	46374	Fumarylacetoacetase OS=Homo sapiens OX=9606 GN=FAH PE=1 SV=2	3	3	1.000	2	1	2	1	2.000	1.000	2	95280.181153	62663.32128899999	8080.373047	71231.067139	25235.604004	62917.78124999999	121854.75830100002	80623.01293900001	65801.654785	68087.639649	150.0	1	16913.824219	22695.755859	23067.875	19324.896484	17480.074219	21562.507812	19319.974609	22045.529297	11618.410156	24994.814453	150.0
305	1	sp|P17066|HSP76_HUMAN	 	 	sp|P0DMV8|HS71A_HUMAN, sp|P11021|BIP_HUMAN, sp|P11142|HSP7C_HUMAN, sp|P17066|HSP76_HUMAN	 	7.6	643	71027	Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2	11	1	0.091	6	5	1	0	2.286	0.500	1	33787.90625	28643.466797000005	5499.231934	33354.90625	12045.070312	32753.765625	25737.470703	42393.28125	20701.169922	24368.003906	1006.122986	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
306	1	sp|P17301|ITA2_HUMAN	 	 	 	 	1.9	1181	129294	Integrin alpha-2 OS=Homo sapiens OX=9606 GN=ITGA2 PE=1 SV=1	3	3	1.000	2	1	2	1	2.000	1.000	2	28000.912109	20880.601318	3919.338425	21206.304932	8029.364959	20747.302734	31403.549073	20605.186523999997	26102.807617	22477.659668	822.920227	1	1571.70752	1887.894775	2541.848389	2648.259521	2121.0708010000003	2949.615967	1690.268066	2531.980713	880.6998289999999	3358.9338380000004	331.618835
307	1	sp|P17813|EGLN_HUMAN	 	 	 	 	6.2	658	70577	Endoglin OS=Homo sapiens OX=9606 GN=ENG PE=1 SV=2	10	10	1.000	5	5	5	5	5.000	5.000	5	144320.511718	74435.346191	10523.494812	101251.59082	23144.225586	84340.81543	87276.75878900001	83031.749023	89442.70605400001	77143.31738200001	1026.602051	5	43094.946655	32712.946777	34200.044433	38752.994629	34402.823730000004	39642.647461	31167.608154	36985.100829999996	22123.103149	35887.175293	150.0
308	1	sp|P17936|IBP3_HUMAN	 	 	 	 	39.9	291	31674	Insulin-like growth factor-binding protein 3 OS=Homo sapiens OX=9606 GN=IGFBP3 PE=1 SV=2	76	76	1.000	35	41	35	41	35.000	41.000	35	2177713.050781	2240095.1018060003	219954.51611299996	2906497.8662720006	772827.9025259999	2478242.875673001	3293997.9259050004	1791676.6247239993	2288747.4224260007	3291200.051515	42592.79203699999	41	1662712.1301259995	1199545.268984	1155086.706392	1175772.7795410003	1085619.838442	1472855.0794679993	1214199.6116940002	1032648.2518929999	680480.4666429999	1364539.1474600004	20367.688644
309	1	sp|P18065|IBP2_HUMAN	 	 	 	 	20.0	325	34814	Insulin-like growth factor-binding protein 2 OS=Homo sapiens OX=9606 GN=IGFBP2 PE=1 SV=2	11	11	1.000	4	7	4	7	4.000	7.000	4	85196.446289	33155.600343	10102.789856	56848.75231899999	20595.567139000002	46765.425782000006	65996.802979	69140.936402	48356.359617999995	58220.512086	407.122833	7	16809.046692	21245.081054000002	20608.491516	24609.44513	37905.566223	29253.542846999997	48250.808044	27983.595093	12359.305481	55894.449342	370.616028
310	1	sp|P18206|VINC_HUMAN	 	 	 	 	11.9	1134	123798	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	32	32	1.000	13	19	13	19	13.000	19.000	13	431992.803406	253708.05374	45259.786438999996	503734.03283800004	145615.31054699997	636594.351075	605193.9252950002	397540.150025	590268.511046	374171.465089	17472.36583	19	329336.476987	340401.633181	316196.63684100006	463139.8745119999	437590.913454	453999.476807	679232.963074	459886.36523399985	484205.1427609999	1933070.3984369999	150.0
311	1	sp|P18428|LBP_HUMAN	 	 	 	 	15.0	481	53383	Lipopolysaccharide-binding protein OS=Homo sapiens OX=9606 GN=LBP PE=1 SV=3	23	23	1.000	11	12	11	12	11.000	12.000	11	447546.14990200003	318044.596923	60517.78005899999	967153.9794910001	179716.28866600004	250493.671386	607544.311464	580655.063965	563417.388977	517645.927185	21760.282653	12	15682.369964	19765.592407999997	28252.963868000003	15875.269745	12389.045805000002	24029.447816000004	16296.449981999998	18232.968383	10519.768493000001	20645.783171999996	150.0
312	1	sp|P18850|ATF6A_HUMAN	 	 	 	 	3.1	670	74584	Cyclic AMP-dependent transcription factor ATF-6 alpha OS=Homo sapiens OX=9606 GN=ATF6 PE=1 SV=3	4	4	1.000	2	2	2	2	2.000	2.000	2	137606.445313	103677.574218	21594.469117	231695.740723	52935.599365	114850.25000000001	152061.183594	200595.878418	126070.264648	126589.31933600002	150.0	2	5421.294922	9211.809082	6570.804442999999	10186.942383	10041.145996	13785.716308000001	9314.819336	12374.008789	6732.21289	16698.918945999998	150.0
313	1	sp|P19021|AMD_HUMAN	 	 	 	 	4.8	973	108331	Peptidyl-glycine alpha-amidating monooxygenase OS=Homo sapiens OX=9606 GN=PAM PE=1 SV=2	8	8	1.000	3	5	3	5	3.000	5.000	3	50996.456543	32096.376465	6604.8774410000005	38695.844725999996	14834.895386	39861.461914	48482.966308	39531.853027000005	41845.6875	41158.971678999995	829.686096	5	19847.489258	19683.274779	19596.72461	28201.525390000003	20596.905029	24451.889404999994	23839.724854	23849.297851999996	14705.664245999998	34226.997558	150.0
314	1	sp|P19022|CADH2_HUMAN	 	 	 	 	2.3	906	99808	Cadherin-2 OS=Homo sapiens OX=9606 GN=CDH2 PE=1 SV=4	4	4	1.000	2	2	2	2	2.000	2.000	2	41982.400391	23363.208496	4242.996093	29192.344237999998	6966.712158	25315.194336	47431.962891	31156.630859000004	34476.509765	25877.924316	150.0	2	11410.780272999998	14974.99121	14628.080566	14581.342285	10494.616699000002	16795.104981	12352.637451	14391.654786	9349.163574	21194.518554000002	150.0
315	1	sp|P19320|VCAM1_HUMAN	 	 	 	 	21.9	739	81275	Vascular cell adhesion protein 1 OS=Homo sapiens OX=9606 GN=VCAM1 PE=1 SV=1	55	55	1.000	31	24	31	24	31.000	24.000	31	2955284.801635001	1866844.365053	302138.428284	2170398.624022	1117464.2997139993	2000874.7801780002	3234487.4353029993	3055831.6331759994	2775151.5344259995	2513665.807617	64300.393614	24	235706.25628499995	313338.4784559999	307672.54962000006	451653.3206179999	331555.713651	459451.68078600004	677793.2732569997	418848.3426830001	325445.70657499996	680713.6949479999	16240.157959
316	1	sp|P19338|NUCL_HUMAN	 	 	 	 	2.0	710	76613	Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	1	7814.472656	8584.029297	4686.806640999999	10283.083008	6438.709961	11024.512695	16635.222656	12976.704102	10325.069336	8292.758789	150.0	2	12034.434570000001	11744.276366999999	16805.372559	12294.261231	11725.860352	20459.364257	18598.901367	16564.3125	12433.094238	36242.998047	150.0
317	1	sp|P19652|A1AG2_HUMAN	 	 	sp|P02763|A1AG1_HUMAN, sp|P19652|A1AG2_HUMAN	 	58.2	201	23602	Alpha-1-acid glycoprotein 2 OS=Homo sapiens OX=9606 GN=ORM2 PE=1 SV=2	317	282	0.890	172	145	150	132	158.312	136.047	150	151164813.231516	142072958.30023104	13397222.615113996	168029890.28375	46171550.33592498	139557165.50677508	239147987.05273712	245799318.06195596	108445079.54934607	165945456.72320297	1922954.3384849997	132	32575229.763793997	26656811.558416	34930157.90546199	22026583.502413996	15390794.817652997	22158729.268619	35969670.17630199	16773667.913116	19402249.669723004	20959921.412200004	283393.67402599996
318	1	sp|P19823|ITIH2_HUMAN	 	 	 	 	45.3	946	106462	Inter-alpha-trypsin inhibitor heavy chain H2 OS=Homo sapiens OX=9606 GN=ITIH2 PE=1 SV=2	973	973	1.000	466	507	466	507	466.000	507.000	466	253914361.54809797	163100086.19142023	20848771.03681601	132972265.46488099	68469816.07534099	132500954.079238	214473862.82751092	151234185.4084789	161652125.4907241	211205230.21880102	5312575.63272	507	58928645.262596995	61884449.02117699	50151758.56121997	78330992.12238503	76378253.676947	79482414.71848707	114393577.48459205	75935448.83294697	51735446.11169296	102977303.63159496	229506.78662199996
319	1	sp|P19827|ITIH1_HUMAN	 	 	 	 	46.1	911	101388	Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens OX=9606 GN=ITIH1 PE=1 SV=3	671	671	1.000	315	356	315	356	315.000	356.000	315	303152483.10727674	204659864.30072403	30095503.595824018	155091875.1807551	88404955.78724897	113742607.40222707	255373598.398384	166305121.4662771	189875805.78400093	241615504.3258659	7188319.047789	356	61806688.91384708	55996884.182288	65789111.26929199	63872688.54387599	69811926.46022707	71610216.93991199	71768596.84821002	65630480.28693295	40244053.966908984	81344163.39074402	689634.011658
320	1	sp|P20023|CR2_HUMAN	 	 	 	 	4.2	1033	112915	Complement receptor type 2 OS=Homo sapiens OX=9606 GN=CR2 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	3	24886.624664	21410.28595	3582.854187	26564.454712	10083.607849	28582.336426	26213.289611	33231.917480000004	25814.500489000002	27101.276245	548.4082639999999	1	4427.67627	5793.412109000001	5613.851562	5844.720703	5291.100586	8568.544922	7394.88623	6216.352539	4370.563477000001	6734.286620999999	150.0
321	1	sp|P20062|TCO2_HUMAN	 	 	 	 	3.7	427	47534	Transcobalamin-2 OS=Homo sapiens OX=9606 GN=TCN2 PE=1 SV=3	3	3	1.000	1	2	1	2	1.000	2.000	1	2658.4326170000004	503.703278	150.0	2041.5416260000002	491.973358	2245.721436	3392.3481450000004	2618.3017579999996	2205.1721190000003	2378.38623	150.0	2	8826.243164	9938.30072	8546.308471	9523.747253	11334.552978	14149.640198000001	14616.094727	9764.481598	11669.9375	15981.519776	150.0
322	1	sp|P20073|ANXA7_HUMAN	 	 	 	 	4.1	488	52739	Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	2	17473.60376	13272.911377	8045.786255	44890.987304	10035.306702	18210.579833999996	18732.979981	27756.920410000002	15280.239501999999	17399.066162	150.0	1	5673.333984000001	7734.277344	7685.695801000001	12845.415039	8804.452148	7012.292969	9885.103516	7507.401367	6948.362793000001	9468.202148	150.0
323	1	sp|P20742|PZP_HUMAN	 	 	sp|P01023|A2MG_HUMAN, sp|P20742|PZP_HUMAN	 	33.9	1482	163861	Pregnancy zone protein OS=Homo sapiens OX=9606 GN=PZP PE=1 SV=4	534	148	0.277	273	261	72	76	78.287	81.834	72	9647557.405275	7998062.879820999	796121.0091249999	13933869.435792001	4946752.403749002	5859940.543334999	8686166.714354003	8496279.594912002	8976771.836297	5262220.359696999	212890.81683400003	76	7182448.928221002	1579220.846528001	8711477.689211002	2348409.9758790005	5554826.609187999	2474543.9949029996	3319678.8644120013	3427765.7956570014	1518430.7506429998	4188378.751009999	60159.97646999999
324	1	sp|P20774|MIME_HUMAN	 	 	 	 	12.1	298	33922	Mimecan OS=Homo sapiens OX=9606 GN=OGN PE=1 SV=1	6	6	1.000	4	2	4	2	4.000	2.000	4	82256.830078	49477.916747999996	10067.165589	51277.757325	23073.364257	49425.729493	65962.319335	56479.081054999995	55658.722168	55781.564942	722.851807	2	10823.411133	12118.133789	13862.144775	12996.365967	13275.690185	16005.036133000001	20844.308594000002	13913.274902000001	4165.465027	22227.322754	150.0
325	1	sp|P20851|C4BPB_HUMAN	 	 	 	 	11.1	252	28357	C4b-binding protein beta chain OS=Homo sapiens OX=9606 GN=C4BPB PE=1 SV=1	6	6	1.000	2	4	2	4	2.000	4.000	2	31059.147949	13882.515625	4153.13977	15860.797119	7881.760742	13089.155029	19430.948975000003	16868.643311	19623.851562999997	58479.06640699999	150.0	4	12665.29248	6238.587891	29423.610107	7800.723206000001	9713.807861000001	9673.619019	6710.516693	8103.148803	4707.72409	9456.92041	150.0
326	1	sp|P20908|CO5A1_HUMAN	 	 	 	 	1.3	1838	183558	Collagen alpha-1(V) chain OS=Homo sapiens OX=9606 GN=COL5A1 PE=1 SV=3	3	3	1.000	2	1	2	1	2.000	1.000	2	114551.47461000002	70107.587159	12875.705688999999	130205.99975600002	43173.361084000004	85283.797852	125178.890625	98111.38623	186438.445312	91277.579346	6037.117188	1	18560.740234	21009.095703	22901.568359	38795.316406	25927.355469	28218.576172000005	34929.078125	34858.339844	21762.921875	32607.683594	150.0
327	1	sp|P20930|FILA_HUMAN	 	 	 	 	1.9	4061	435164	Filaggrin OS=Homo sapiens OX=9606 GN=FLG PE=1 SV=3	37	37	1.000	19	18	19	18	19.000	18.000	19	516352.92138600006	451383.2425539999	85610.72268600001	2536662.413575	217759.14801200002	610248.672975	553754.2729509999	1358812.623046	441715.961518	507712.06054499996	17698.810165000003	18	152323.061888	131401.148073	199069.623657	429284.814088	158443.21099899997	166739.59631300002	293370.894285	158612.372071	143216.319456	156622.64092900002	2850.8403319999998
328	1	sp|P21333|FLNA_HUMAN	 	 	 	 	10.8	2647	280736	Filamin-A OS=Homo sapiens OX=9606 GN=FLNA PE=1 SV=4	51	51	1.000	23	28	23	28	23.000	28.000	23	749741.5754379999	239554.519104	71714.25677299997	305612.052188	123606.11633500001	1005056.66675	668078.787353	318361.87121400004	283947.985656	390882.73827899987	2845.72107	28	92704.75534300001	110278.14120599997	123167.50082500001	146639.26830900004	123426.57171999999	155146.95947200002	146440.35083	144689.513977	77559.282458	1035520.329346	8498.351502
329	1	sp|P22105|TENX_HUMAN	 	 	 	 	5.2	4244	458383	Tenascin-X OS=Homo sapiens OX=9606 GN=TNXB PE=1 SV=5	40	40	1.000	23	17	23	17	23.000	17.000	23	1030278.67456	653291.310972	130704.17486800002	971903.3414929999	278182.76522899995	837139.7574450001	863841.5173320001	820249.214602	620521.3990490001	836684.297486	14077.584411999998	17	173088.549254	209313.97732699997	193461.33349499997	335424.516358	206418.47674599997	245526.17626900005	322330.81085199997	200418.43414400003	149401.440674	199998.326874	3524.3991690000003
330	1	sp|P22352|GPX3_HUMAN	 	 	 	 	22.1	226	25552	Glutathione peroxidase 3 OS=Homo sapiens OX=9606 GN=GPX3 PE=1 SV=2	34	34	1.000	17	17	17	17	17.000	17.000	17	3703620.7045899997	2259988.538453	301059.377504	2741977.213164	840197.3012080002	3186345.638611	2209714.313353	2485541.8427730002	2478675.206239	4204046.89148	44439.671218999996	17	523238.62219300005	905078.5437010002	435780.59289500007	755638.1166999999	1388375.5911870003	1014109.2333960001	1640284.9084480004	874889.783201	674318.188965	1392386.911622	150.0
331	1	sp|P22692|IBP4_HUMAN	 	 	 	 	13.6	258	27934	Insulin-like growth factor-binding protein 4 OS=Homo sapiens OX=9606 GN=IGFBP4 PE=1 SV=2	4	4	1.000	3	1	3	1	3.000	1.000	3	297682.746094	153208.910156	35415.573730000004	311989.40429700003	85764.31933600002	160773.88086	318930.8125	243500.523438	307651.04882799997	230789.66992200003	8904.578125	1	17548.396484	26572.318359	20250.246094	30844.845702999995	23926.078125	36079.949219	36440.804688	24481.265625	18590.669922	40155.9375	150.0
332	1	sp|P22735|TGM1_HUMAN	 	 	 	 	8.2	817	89786	Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens OX=9606 GN=TGM1 PE=1 SV=4	11	11	1.000	6	5	6	5	6.000	5.000	6	138286.019348	111271.293336	22711.390808	416879.265137	64188.17215	139491.476808	134160.19043000002	309535.281251	108838.39611799999	106672.246703	150.0	5	30833.45459	37858.956664	40034.163329	70850.213867	37553.260985	40418.80224599999	59689.007813	38973.303344	30376.138182999995	52455.955321999994	150.0
333	1	sp|P22792|CPN2_HUMAN	 	 	 	 	20.6	545	60556	Carboxypeptidase N subunit 2 OS=Homo sapiens OX=9606 GN=CPN2 PE=1 SV=3	121	121	1.000	59	62	59	62	59.000	62.000	59	16798417.899658	13125612.381714998	1471247.4024339998	10390875.881896997	5360064.692349999	13635978.254517	16576585.778626	10514856.454896996	12967190.818241999	14556091.613526	243491.8931	62	4877994.266575	4790536.033389001	5605636.991452999	4866996.294553001	4550484.190489999	4976402.795837999	6191095.0671379985	5656191.3232700005	3021667.84744	7218275.643982001	150.0
334	1	sp|P22891|PROZ_HUMAN	 	 	 	 	26.2	400	44743	Vitamin K-dependent protein Z OS=Homo sapiens OX=9606 GN=PROZ PE=1 SV=2	34	34	1.000	21	13	21	13	21.000	13.000	21	3472474.973451	6274926.952117	34608.409058	3757190.205871	1697579.886078	2110788.4388429997	4418094.198367001	2611401.3108240003	3799475.02185	5857366.625796	4300.469711	13	231092.731141	125708.14770499998	256312.917601	99664.84881499999	152659.371002	108837.992402	421294.038665	272551.595794	159030.447449	312172.97317300003	797.804993
335	1	sp|P22897|MRC1_HUMAN	 	 	 	 	4.7	1456	166010	Macrophage mannose receptor 1 OS=Homo sapiens OX=9606 GN=MRC1 PE=1 SV=1	15	15	1.000	7	8	7	8	7.000	8.000	7	146862.792969	115853.420899	16996.323609000003	132167.18249600002	41101.955629000004	104844.81420899999	163283.25341700003	150771.288575	130379.730712	124813.87841800001	1313.669922	8	58783.660400999994	42104.968507	52678.93139699999	52439.372558999996	47784.043701	62993.405272	69634.98095699999	43980.210998	34711.179078	64104.14941400001	566.479431
336	1	sp|P23141|EST1_HUMAN	 	 	 	 	7.2	567	62520	Liver carboxylesterase 1 OS=Homo sapiens OX=9606 GN=CES1 PE=1 SV=2	6	6	1.000	4	2	4	2	4.000	2.000	4	146585.65966900002	192469.90307700002	26658.603881	178839.218017	65683.872925	130899.2229	344378.618653	122287.41650400002	210073.500245	157322.815918	10029.528382	2	9911.426024999999	11939.652588	21813.021240000002	12312.627197	10482.685058000001	16088.33667	8493.217286	9330.341065	5632.578186	11611.103516	207.495605
337	1	sp|P23142|FBLN1_HUMAN	 	 	 	 	17.2	703	77213	Fibulin-1 OS=Homo sapiens OX=9606 GN=FBLN1 PE=1 SV=4	42	42	1.000	19	23	19	23	19.000	23.000	19	929317.954101	637831.196776	99922.523957	753872.5450430001	414941.62051300006	637207.1821280001	907221.440428	738197.665527	769743.523927	1303548.1239020003	11702.317444	23	616361.046266	411218.623049	485041.8518679999	460674.61529600003	527017.8298320001	232266.871765	888104.5679920001	199850.91711399995	301763.622315	696299.617677	3981.593262
338	1	sp|P23470|PTPRG_HUMAN	 	 	 	 	3.3	1445	162002	Receptor-type tyrosine-protein phosphatase gamma OS=Homo sapiens OX=9606 GN=PTPRG PE=1 SV=4	6	6	1.000	4	2	4	2	4.000	2.000	4	75460.57128799999	53350.395752000004	9086.41513	70767.26367199999	32327.086424999998	72926.70434600001	79735.69335900001	73189.4917	67679.809081	69756.66211	3240.681641	2	20283.316894	15591.598389	15699.458007	27446.796143	19729.87207	21252.297364	40818.511475	22461.961425999998	15580.713501000002	40546.097167	150.0
339	1	sp|P23471|PTPRZ_HUMAN	 	 	 	 	0.7	2315	254584	Receptor-type tyrosine-protein phosphatase zeta OS=Homo sapiens OX=9606 GN=PTPRZ1 PE=1 SV=4	2	2	1.000	0	2	0	2	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	28362.164795	29246.23169	28337.066405999998	37351.216552000005	29541.00708	42535.175293	33204.598633	39360.456543	17893.546753000002	55017.045898000004	150.0
340	1	sp|P23526|SAHH_HUMAN	 	 	 	 	3.9	432	47716	Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4	2	2	1.000	2	0	2	0	2.000	0.000	2	33988.899414	31308.041016000003	8246.539062	102460.386719	14195.487793	39760.041992	40756.24707	67576.470704	28780.706055000002	35598.088867	1027.238525	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
